nh,clust,Amount_withdrawn_from_savings,Honey,land_in_acre,agri1c,profit_per_acre
6,4455,0,0,6,640271.547619048,106711.924603175
6,4465,0,0,13,1097536.66666667,84425.8974358974
6,4535,0,0,20,4894211.46990386,244710.573495193
6,4539,80000,0,30,7570663.57142857,252355.452380952
6,4539,350000,0,30,7570663.57142857,252355.452380952
6,4579,60000,0,0.05509644,258375.599161009,4689515.3146194
6,4659,3e+05,0,1,102200,102200
6,4672,0,0,1,352496.833333333,352496.833333333
6,4675,0,0,12,526944.96031746,43912.080026455
6,4685,350000,0,10,653170.242486173,65317.0242486173
6,4689,2e+05,0,3000,1870500,623.5
6,4765,55000,0,0.05,-672408.956736909,-13448179.1347382
6,4772,30000,0,4,1663093.163066,415773.2907665
6,4792,0,40000,10,2493888.14285714,249388.814285714
6,4792,1e+05,40000,10,2493888.14285714,249388.814285714
6,4879,0,0,8,176965.952380952,22120.744047619
6,4879,0,0,8,176965.952380952,22120.744047619
6,4879,0,0,8,176965.952380952,22120.744047619
6,4879,0,0,8,176965.952380952,22120.744047619
6,4879,0,0,8,176965.952380952,22120.744047619
6,4879,0,0,8,176965.952380952,22120.744047619
6,4882,0,0,5,71269.6428571429,14253.9285714286
6,4882,0,0,5,71269.6428571429,14253.9285714286
6,4882,0,0,5,71269.6428571429,14253.9285714286
6,4882,0,0,5,71269.6428571429,14253.9285714286
6,4882,16000,0,5,71269.6428571429,14253.9285714286
6,4882,0,0,5,71269.6428571429,14253.9285714286
6,4885,0,0,4,514260.952380952,128565.238095238
6,4905,0,0,0.025,316548.80952381,12661952.3809524
6,4952,0,0,1,-29267.8571428571,-29267.8571428571
6,4995,0,0,2,229071.428571429,114535.714285714
6,4995,0,0,2,229071.428571429,114535.714285714
6,4995,50000,0,2,229071.428571429,114535.714285714
6,4995,0,0,2,229071.428571429,114535.714285714
6,4995,0,0,2,229071.428571429,114535.714285714
6,4995,0,0,2,229071.428571429,114535.714285714
7,4199,120000,0,0.00625,216589.333333333,34654293.3333333
7,4359,0,0,2,106060,53030
7,4369,0,0,0.0375,2610580.33333333,69615475.5555556
7,4379,0,0,10,417239.285714286,41723.9285714286
7,4405,0,0,11,589355,53577.7272727273
7,4415,0,0,13,496339.285714286,38179.9450549451
7,4415,0,0,13,496339.285714286,38179.9450549451
7,4433,0,0,1.6528932,3224407.61904762,1950765.85652819
7,4439,0,0,10,58546.6666666667,5854.66666666667
7,4479,0,35000,20,943178.333333333,47158.9166666667
7,4489,290000,0,3,-41002.1428571429,-13667.380952381
7,4492,0,0,50,-253111.666666667,-5062.23333333333
7,4509,0,0,30,1109903.33333333,36996.7777777778
7,4529,0,0,15,3252682.29396196,216845.48626413
7,4559,1500000,0,1.875,1389514.4916814,741074.395563412
7,4569,0,0,17,1384626.25,81448.6029411765
7,4582,30000,0,51,5393715.08947368,105759.119401445
7,4622,75000,0,8,2069825.07142857,258728.133928571
7,4622,280000,0,8,2069825.07142857,258728.133928571
7,4625,0,0,12,3951553.80952381,329296.150793651
7,4632,360000,0,3,736075.75,245358.583333333
7,4659,5e+05,0,20,-523013.3,-26150.665
7,4675,820000,0,6,-79950,-13325
7,4675,180000,0,6,-79950,-13325
7,4825,220000,0,29,2977664.16666667,102678.074712644
7,4825,115000,0,29,2977664.16666667,102678.074712644
7,4862,0,0,13,270277.857142857,20790.6043956044
7,4862,0,0,13,270277.857142857,20790.6043956044
7,4862,0,0,13,270277.857142857,20790.6043956044
7,4862,0,0,13,270277.857142857,20790.6043956044
7,4862,0,0,13,270277.857142857,20790.6043956044
7,4862,0,0,13,270277.857142857,20790.6043956044
7,4879,0,0,6,247666.666666667,41277.7777777778
7,4879,0,0,6,247666.666666667,41277.7777777778
7,4879,0,0,6,247666.666666667,41277.7777777778
7,4879,0,0,6,247666.666666667,41277.7777777778
7,4879,0,0,6,247666.666666667,41277.7777777778
7,4879,0,0,6,247666.666666667,41277.7777777778
7,4882,0,0,3,214447.380952381,71482.4603174603
7,4882,0,0,3,214447.380952381,71482.4603174603
7,4882,0,0,3,214447.380952381,71482.4603174603
7,4882,0,0,3,214447.380952381,71482.4603174603
7,4882,0,0,3,214447.380952381,71482.4603174603
7,4882,0,0,3,214447.380952381,71482.4603174603
7,4885,0,0,5,1368137.14285714,273627.428571429
7,4905,0,0,0.01875,193872.857142857,10339885.7142857
7,4995,0,0,2,1601416.66666667,800708.333333333
7,4995,0,0,2,1601416.66666667,800708.333333333
7,4995,40000,0,2,1601416.66666667,800708.333333333
7,4995,0,0,2,1601416.66666667,800708.333333333
7,4995,0,0,2,1601416.66666667,800708.333333333
7,4995,0,0,2,1601416.66666667,800708.333333333
8,4005,0,0,0.025,819996.666666667,32799866.6666667
8,4009,0,0,0.03673096,1028626.66666667,28004350.1903208
8,4152,60000,0,0.00625,2392594.28571429,382815085.714286
8,4192,0,0,0.00625,272685.335714286,43629653.7142857
8,4199,25000,0,0.00625,212865.866666667,34058538.6666667
8,4209,9e+05,0,3,239000,79666.6666666667
8,4209,2250000,0,3,239000,79666.6666666667
8,4342,0,0,5,-2000,-400
8,4355,0,0,10,2231996.66666667,223199.666666667
8,4379,0,0,4,1441230,360307.5
8,4385,0,0,15,2365280.71428571,157685.380952381
8,4389,0,0,0.00918274,4470152.14285714,486799380.452582
8,4405,50000,0,19,1333232.14285714,70170.1127819549
8,4415,0,0,7,-810769.761904762,-115824.25170068
8,4479,494000,0,34,904933.80952381,26615.700280112
8,4479,2e+06,0,34,904933.80952381,26615.700280112
8,4529,0,0,21,1680767.85714286,80036.5646258503
8,4539,5e+05,0,40,11729995.8333333,293249.895833333
8,4595,0,0,25,316500,12660
8,4595,1e+06,0,25,316500,12660
8,4645,0,0,0.375,1122271.68559888,2992724.49493033
8,4645,0,0,0.375,1122271.68559888,2992724.49493033
8,4675,0,0,16,-13881.6666666667,-867.604166666667
8,4755,0,0,0.00625,-59000,-9440000
8,4755,0,0,0.00625,-59000,-9440000
8,4755,0,0,0.00625,-59000,-9440000
8,4772,68000,0,5,382925.833333333,76585.1666666667
8,4779,250000,0,3,452868.809523809,150956.26984127
8,4790,0,0,10,2136370,213637
8,4790,0,0,10,2136370,213637
8,4790,0,0,10,2136370,213637
8,4790,0,0,10,2136370,213637
8,4790,0,0,10,2136370,213637
8,4790,0,0,10,2136370,213637
8,4832,450000,0,0.00918274,3172758.38285714,345513254.525027
8,4862,0,0,5,-11163.3333333333,-2232.66666666667
8,4862,0,0,5,-11163.3333333333,-2232.66666666667
8,4862,0,0,5,-11163.3333333333,-2232.66666666667
8,4862,0,0,5,-11163.3333333333,-2232.66666666667
8,4862,0,0,5,-11163.3333333333,-2232.66666666667
8,4862,0,0,5,-11163.3333333333,-2232.66666666667
8,4879,0,0,6,306318.095238095,51053.0158730159
8,4879,0,0,6,306318.095238095,51053.0158730159
8,4879,0,0,6,306318.095238095,51053.0158730159
8,4879,0,0,6,306318.095238095,51053.0158730159
8,4879,0,0,6,306318.095238095,51053.0158730159
8,4879,0,0,6,306318.095238095,51053.0158730159
8,4882,0,0,5,-78214.2857142857,-15642.8571428571
8,4882,0,0,5,-78214.2857142857,-15642.8571428571
8,4882,0,0,5,-78214.2857142857,-15642.8571428571
8,4882,0,0,5,-78214.2857142857,-15642.8571428571
8,4882,0,0,5,-78214.2857142857,-15642.8571428571
8,4882,0,0,5,-78214.2857142857,-15642.8571428571
8,4885,0,0,5,533665.238095238,106733.047619048
8,4905,0,0,0.025,312325.595238095,12493023.8095238
9,4002,0,0,0.0125,586997.5,46959800
9,4002,0,0,0.0125,586997.5,46959800
9,4009,0,0,10,3891546.19047619,389154.619047619
9,4049,0,0,0.00625,920864.595238095,147338335.238095
9,4079,54000,0,6,2464900,410816.666666667
9,4182,0,0,0.0125,-12000,-960000
9,4202,0,0,1,248827.933333333,248827.933333333
9,4379,0,0,21,3932615.54901961,187267.407096172
9,4385,0,0,6,2368205.23809524,394700.873015873
9,4389,0,0,0.00918274,2190903.33333333,238589280.904538
9,4399,0,0,12,2065006.66666667,172083.888888889
9,4405,0,0,0.03125,1665423.57142857,53293554.2857143
9,4412,0,0,22,4431151.42857143,201415.974025974
9,4433,430000,14000,9.38476028,3013500,321105.697971009
9,4462,0,0,0.075,8281802.38095238,110424031.746032
9,4479,0,0,450,1582925.95238095,3517.61322751323
9,4485,0,0,10,437935.714285714,43793.5714285714
9,4489,350000,0,20,14399.5238095238,719.976190476188
9,4539,3e+05,0,26,4618244.88095238,177624.803113553
9,4552,0,0,30,1037529.28571429,34584.3095238095
9,4552,58000,0,30,1037529.28571429,34584.3095238095
9,4555,0,0,0.03125,4574149.04761905,146372769.52381
9,4572,250000,0,9,1388140,154237.777777778
9,4582,0,0,57,146347.619047619,2567.50208855472
9,4595,790000,0,13,0,0
9,4605,3200000,0,14,899995.238095238,64285.3741496599
9,4635,30000,0,15,1357908.04,90527.2026666667
9,4675,120000,0,3,-48108.3333333333,-16036.1111111111
9,4682,3e+05,0,0.6427918,2092200,3254864.17219386
9,4755,0,0,2,2215214.28571429,1107607.14285714
9,4755,9e+05,0,2,2215214.28571429,1107607.14285714
9,4772,3e+05,0,4,315140.214285714,78785.0535714286
9,4792,0,0,0.05509644,311859.523809524,5660248.17228706
9,4792,0,0,0.05509644,311859.523809524,5660248.17228706
9,4792,0,0,0.05509644,311859.523809524,5660248.17228706
9,4792,0,0,0.05509644,311859.523809524,5660248.17228706
9,4792,0,0,0.05509644,311859.523809524,5660248.17228706
9,4792,0,0,0.05509644,311859.523809524,5660248.17228706
9,4822,360000,0,8,5923455.71428571,740431.964285714
9,4879,0,0,3,44005,14668.3333333333
9,4879,0,0,3,44005,14668.3333333333
9,4879,0,0,3,44005,14668.3333333333
9,4879,0,0,3,44005,14668.3333333333
9,4879,0,0,3,44005,14668.3333333333
9,4879,0,0,3,44005,14668.3333333333
9,4882,0,0,4,593528.095238095,148382.023809524
9,4882,0,0,4,593528.095238095,148382.023809524
9,4882,0,0,4,593528.095238095,148382.023809524
9,4882,0,0,4,593528.095238095,148382.023809524
9,4882,0,0,4,593528.095238095,148382.023809524
9,4882,0,0,4,593528.095238095,148382.023809524
9,4885,0,0,8,856054.523809524,107006.81547619
9,4905,0,0,3,522267.321428571,174089.107142857
9,4959,0,0,6,247482.142857143,41247.0238095238
9,4959,0,0,6,247482.142857143,41247.0238095238
9,4959,0,0,6,247482.142857143,41247.0238095238
9,4959,0,0,6,247482.142857143,41247.0238095238
9,4959,0,0,6,247482.142857143,41247.0238095238
9,4959,0,0,6,247482.142857143,41247.0238095238
9,4985,0,0,2,-112128.571428571,-56064.2857142857
9,4985,0,0,2,-112128.571428571,-56064.2857142857
9,4985,0,0,2,-112128.571428571,-56064.2857142857
9,4985,0,0,2,-112128.571428571,-56064.2857142857
9,4985,0,0,2,-112128.571428571,-56064.2857142857
9,4985,0,0,2,-112128.571428571,-56064.2857142857
