nh,clust,Unit_of_plot_area,Land_owned_by_HH
4,4782,1.74980057982641e+100,1.74980057982641e+100
5,4782,1.74980057982641e+100,1.74980057982641e+100
6,4782,1.74980057982641e+100,1.74980057982641e+100
7,4782,1,27
8,4782,1.74980057982641e+100,1.74980057982641e+100
9,4782,1.74980057982641e+100,1.74980057982641e+100
10,4782,1.74980057982641e+100,1.74980057982641e+100
11,4782,1.74980057982641e+100,1.74980057982641e+100
12,4782,1,5
13,4782,1,8
14,4782,1.74980057982641e+100,1.74980057982641e+100
15,4782,1.74980057982641e+100,1.74980057982641e+100
16,4782,1.74980057982641e+100,1.74980057982641e+100
17,4782,1.74980057982641e+100,1.74980057982641e+100
18,4782,1.74980057982641e+100,1.74980057982641e+100
19,4782,1.74980057982641e+100,1.74980057982641e+100
20,4782,1.74980057982641e+100,1.74980057982641e+100
1,4785,1.74980057982641e+100,1.74980057982641e+100
2,4785,1.74980057982641e+100,1.74980057982641e+100
4,4785,1.74980057982641e+100,1.74980057982641e+100
5,4785,1.74980057982641e+100,1.74980057982641e+100
6,4785,1.74980057982641e+100,1.74980057982641e+100
7,4785,1.74980057982641e+100,1.74980057982641e+100
8,4785,1.74980057982641e+100,1.74980057982641e+100
10,4785,1.74980057982641e+100,1.74980057982641e+100
11,4785,1.74980057982641e+100,1.74980057982641e+100
12,4785,1.74980057982641e+100,1.74980057982641e+100
13,4785,1.74980057982641e+100,1.74980057982641e+100
14,4785,1.74980057982641e+100,1.74980057982641e+100
15,4785,1.74980057982641e+100,1.74980057982641e+100
16,4785,1,5
17,4785,1.74980057982641e+100,1.74980057982641e+100
19,4785,1.74980057982641e+100,1.74980057982641e+100
20,4785,1.74980057982641e+100,1.74980057982641e+100
21,4785,1.74980057982641e+100,1.74980057982641e+100
22,4785,1.74980057982641e+100,1.74980057982641e+100
23,4785,1.74980057982641e+100,1.74980057982641e+100
1,4790,1.74980057982641e+100,1.74980057982641e+100
3,4790,1.74980057982641e+100,1.74980057982641e+100
4,4790,1.74980057982641e+100,1.74980057982641e+100
7,4790,1.74980057982641e+100,1.74980057982641e+100
8,4790,1,10
10,4790,1,50
11,4790,1,30
12,4790,1,34
14,4790,1,36
16,4790,1,80
17,4790,1,10
18,4790,1,7
19,4790,1.74980057982641e+100,1.74980057982641e+100
20,4790,1.74980057982641e+100,1.74980057982641e+100
21,4790,3,18
22,4790,1,48
23,4790,1.74980057982641e+100,1.74980057982641e+100
24,4790,1.74980057982641e+100,1.74980057982641e+100
25,4790,1,8
1,4792,3,20
2,4792,3,15
3,4792,3,200
4,4792,3,72
5,4792,3,40
6,4792,1,10
7,4792,3,20
8,4792,3,28
9,4792,3,6
10,4792,1.74980057982641e+100,1.74980057982641e+100
11,4792,3,72
12,4792,3,48
13,4792,3,60
14,4792,3,6
15,4792,1.74980057982641e+100,1.74980057982641e+100
16,4792,1.74980057982641e+100,1.74980057982641e+100
17,4792,3,50
18,4792,3,140
19,4792,1.74980057982641e+100,1.74980057982641e+100
20,4792,1.74980057982641e+100,1.74980057982641e+100
1,4795,1.74980057982641e+100,1.74980057982641e+100
2,4795,1.74980057982641e+100,1.74980057982641e+100
3,4795,1.74980057982641e+100,1.74980057982641e+100
4,4795,1.74980057982641e+100,1.74980057982641e+100
5,4795,1.74980057982641e+100,1.74980057982641e+100
6,4795,1.74980057982641e+100,1.74980057982641e+100
7,4795,1.74980057982641e+100,1.74980057982641e+100
9,4795,1.74980057982641e+100,1.74980057982641e+100
10,4795,1.74980057982641e+100,1.74980057982641e+100
11,4795,1.74980057982641e+100,1.74980057982641e+100
13,4795,1.74980057982641e+100,1.74980057982641e+100
14,4795,1.74980057982641e+100,1.74980057982641e+100
15,4795,1.74980057982641e+100,1.74980057982641e+100
16,4795,1.74980057982641e+100,1.74980057982641e+100
17,4795,1.74980057982641e+100,1.74980057982641e+100
18,4795,1.74980057982641e+100,1.74980057982641e+100
19,4795,1.74980057982641e+100,1.74980057982641e+100
20,4795,1.74980057982641e+100,1.74980057982641e+100
1,4799,1.74980057982641e+100,1.74980057982641e+100
2,4799,1.74980057982641e+100,1.74980057982641e+100
3,4799,1.74980057982641e+100,1.74980057982641e+100
4,4799,1.74980057982641e+100,1.74980057982641e+100
5,4799,1.74980057982641e+100,1.74980057982641e+100
6,4799,1.74980057982641e+100,1.74980057982641e+100
7,4799,1.74980057982641e+100,1.74980057982641e+100
8,4799,1.74980057982641e+100,1.74980057982641e+100
9,4799,3,1
10,4799,1.74980057982641e+100,1.74980057982641e+100
11,4799,1.74980057982641e+100,1.74980057982641e+100
12,4799,1.74980057982641e+100,1.74980057982641e+100
13,4799,1.74980057982641e+100,1.74980057982641e+100
14,4799,1.74980057982641e+100,1.74980057982641e+100
15,4799,3,18
16,4799,1.74980057982641e+100,1.74980057982641e+100
17,4799,1.74980057982641e+100,1.74980057982641e+100
18,4799,1.74980057982641e+100,1.74980057982641e+100
19,4799,1.74980057982641e+100,1.74980057982641e+100
20,4799,1.74980057982641e+100,1.74980057982641e+100
1,4802,1.74980057982641e+100,1.74980057982641e+100
2,4802,1.74980057982641e+100,1.74980057982641e+100
3,4802,1.74980057982641e+100,1.74980057982641e+100
4,4802,1.74980057982641e+100,1.74980057982641e+100
5,4802,1.74980057982641e+100,1.74980057982641e+100
6,4802,1.74980057982641e+100,1.74980057982641e+100
7,4802,1.74980057982641e+100,1.74980057982641e+100
8,4802,1.74980057982641e+100,1.74980057982641e+100
9,4802,1.74980057982641e+100,1.74980057982641e+100
10,4802,1.74980057982641e+100,1.74980057982641e+100
11,4802,1.74980057982641e+100,1.74980057982641e+100
12,4802,1.74980057982641e+100,1.74980057982641e+100
13,4802,1.74980057982641e+100,1.74980057982641e+100
14,4802,1.74980057982641e+100,1.74980057982641e+100
15,4802,1.74980057982641e+100,1.74980057982641e+100
16,4802,1.74980057982641e+100,1.74980057982641e+100
17,4802,1.74980057982641e+100,1.74980057982641e+100
18,4802,1.74980057982641e+100,1.74980057982641e+100
19,4802,1.74980057982641e+100,1.74980057982641e+100
20,4802,1.74980057982641e+100,1.74980057982641e+100
1,4805,1.74980057982641e+100,1.74980057982641e+100
2,4805,1.74980057982641e+100,1.74980057982641e+100
3,4805,1.74980057982641e+100,1.74980057982641e+100
4,4805,1.74980057982641e+100,1.74980057982641e+100
5,4805,1.74980057982641e+100,1.74980057982641e+100
6,4805,1.74980057982641e+100,1.74980057982641e+100
9,4805,1.74980057982641e+100,1.74980057982641e+100
10,4805,1.74980057982641e+100,1.74980057982641e+100
11,4805,1.74980057982641e+100,1.74980057982641e+100
12,4805,1.74980057982641e+100,1.74980057982641e+100
13,4805,1.74980057982641e+100,1.74980057982641e+100
14,4805,1.74980057982641e+100,1.74980057982641e+100
15,4805,1.74980057982641e+100,1.74980057982641e+100
16,4805,1.74980057982641e+100,1.74980057982641e+100
17,4805,1.74980057982641e+100,1.74980057982641e+100
18,4805,1.74980057982641e+100,1.74980057982641e+100
19,4805,1.74980057982641e+100,1.74980057982641e+100
20,4805,1.74980057982641e+100,1.74980057982641e+100
1,4809,1.74980057982641e+100,1.74980057982641e+100
2,4809,1.74980057982641e+100,1.74980057982641e+100
3,4809,1.74980057982641e+100,1.74980057982641e+100
4,4809,1.74980057982641e+100,1.74980057982641e+100
5,4809,1.74980057982641e+100,1.74980057982641e+100
6,4809,1.74980057982641e+100,1.74980057982641e+100
7,4809,1.74980057982641e+100,1.74980057982641e+100
9,4809,1.74980057982641e+100,1.74980057982641e+100
10,4809,1.74980057982641e+100,1.74980057982641e+100
11,4809,1.74980057982641e+100,1.74980057982641e+100
12,4809,3,30
13,4809,1.74980057982641e+100,1.74980057982641e+100
14,4809,1,5
15,4809,1.74980057982641e+100,1.74980057982641e+100
16,4809,1.74980057982641e+100,1.74980057982641e+100
17,4809,1.74980057982641e+100,1.74980057982641e+100
18,4809,1.74980057982641e+100,1.74980057982641e+100
19,4809,1.74980057982641e+100,1.74980057982641e+100
20,4809,1.74980057982641e+100,1.74980057982641e+100
24,4809,1.74980057982641e+100,1.74980057982641e+100
1,4812,1.74980057982641e+100,1.74980057982641e+100
2,4812,1.74980057982641e+100,1.74980057982641e+100
3,4812,1.74980057982641e+100,1.74980057982641e+100
4,4812,1.74980057982641e+100,1.74980057982641e+100
5,4812,1.74980057982641e+100,1.74980057982641e+100
6,4812,1.74980057982641e+100,1.74980057982641e+100
7,4812,1.74980057982641e+100,1.74980057982641e+100
8,4812,1.74980057982641e+100,1.74980057982641e+100
9,4812,1.74980057982641e+100,1.74980057982641e+100
10,4812,1.74980057982641e+100,1.74980057982641e+100
11,4812,1.74980057982641e+100,1.74980057982641e+100
12,4812,1.74980057982641e+100,1.74980057982641e+100
13,4812,1.74980057982641e+100,1.74980057982641e+100
14,4812,1.74980057982641e+100,1.74980057982641e+100
15,4812,1.74980057982641e+100,1.74980057982641e+100
16,4812,1.74980057982641e+100,1.74980057982641e+100
17,4812,1.74980057982641e+100,1.74980057982641e+100
18,4812,1.74980057982641e+100,1.74980057982641e+100
19,4812,1.74980057982641e+100,1.74980057982641e+100
20,4812,1.74980057982641e+100,1.74980057982641e+100
1,4815,3,12
2,4815,1.74980057982641e+100,1.74980057982641e+100
3,4815,1.74980057982641e+100,1.74980057982641e+100
4,4815,3,27
5,4815,3,1
6,4815,1.74980057982641e+100,1.74980057982641e+100
7,4815,1.74980057982641e+100,1.74980057982641e+100
8,4815,3,3
9,4815,3,4
10,4815,1.74980057982641e+100,1.74980057982641e+100
11,4815,1.74980057982641e+100,1.74980057982641e+100
12,4815,3,1
13,4815,1.74980057982641e+100,1.74980057982641e+100
14,4815,1.74980057982641e+100,1.74980057982641e+100
15,4815,1.74980057982641e+100,1.74980057982641e+100
16,4815,1.74980057982641e+100,1.74980057982641e+100
17,4815,1.74980057982641e+100,1.74980057982641e+100
18,4815,3,1
19,4815,3,1
20,4815,1.74980057982641e+100,1.74980057982641e+100
1,4819,1,4
2,4819,1,11
3,4819,1,11
4,4819,1,32
5,4819,1,22
6,4819,1,10
7,4819,1,16
8,4819,1,8
9,4819,1,13
10,4819,1,5
11,4819,1,20
12,4819,1,12
13,4819,1.74980057982641e+100,1.74980057982641e+100
14,4819,1,4
15,4819,1,15
16,4819,1,21
17,4819,1,14
18,4819,1,38
19,4819,1,20
20,4819,1,5
1,4822,1,4
2,4822,1,10
3,4822,1.74980057982641e+100,1.74980057982641e+100
4,4822,1,6
5,4822,1.74980057982641e+100,1.74980057982641e+100
6,4822,1.74980057982641e+100,1.74980057982641e+100
7,4822,1.74980057982641e+100,1.74980057982641e+100
8,4822,1.74980057982641e+100,1.74980057982641e+100
9,4822,1,8
10,4822,1,4
12,4822,1,15
13,4822,1,3
14,4822,1.74980057982641e+100,1.74980057982641e+100
15,4822,1,3
16,4822,1.74980057982641e+100,1.74980057982641e+100
17,4822,1,14
18,4822,1.74980057982641e+100,1.74980057982641e+100
20,4822,1.74980057982641e+100,1.74980057982641e+100
1,4825,1.74980057982641e+100,1.74980057982641e+100
4,4825,1,6
5,4825,1,50
6,4825,1,11
7,4825,1,29
8,4825,1.74980057982641e+100,1.74980057982641e+100
9,4825,1.74980057982641e+100,1.74980057982641e+100
10,4825,1.74980057982641e+100,1.74980057982641e+100
11,4825,1.74980057982641e+100,1.74980057982641e+100
12,4825,1.74980057982641e+100,1.74980057982641e+100
13,4825,1,40
14,4825,1.74980057982641e+100,1.74980057982641e+100
15,4825,1.74980057982641e+100,1.74980057982641e+100
16,4825,1,30
17,4825,1.74980057982641e+100,1.74980057982641e+100
18,4825,1,36
19,4825,1,32
20,4825,1,5
21,4825,1.74980057982641e+100,1.74980057982641e+100
23,4825,1,12
1,4829,1,5
2,4829,1.74980057982641e+100,1.74980057982641e+100
3,4829,1.74980057982641e+100,1.74980057982641e+100
4,4829,1,30
5,4829,1.74980057982641e+100,1.74980057982641e+100
6,4829,1.74980057982641e+100,1.74980057982641e+100
7,4829,1.74980057982641e+100,1.74980057982641e+100
8,4829,1,20
9,4829,1.74980057982641e+100,1.74980057982641e+100
10,4829,1.74980057982641e+100,1.74980057982641e+100
11,4829,1.74980057982641e+100,1.74980057982641e+100
12,4829,1,40
13,4829,1.74980057982641e+100,1.74980057982641e+100
14,4829,1.74980057982641e+100,1.74980057982641e+100
15,4829,1.74980057982641e+100,1.74980057982641e+100
16,4829,1,68
17,4829,1.74980057982641e+100,1.74980057982641e+100
18,4829,1.74980057982641e+100,1.74980057982641e+100
19,4829,1,4
20,4829,1,8
1,4832,1.74980057982641e+100,1.74980057982641e+100
2,4832,1.74980057982641e+100,1.74980057982641e+100
3,4832,1,1
4,4832,4,1
5,4832,1.74980057982641e+100,1.74980057982641e+100
6,4832,1.74980057982641e+100,1.74980057982641e+100
7,4832,1.74980057982641e+100,1.74980057982641e+100
8,4832,3,1
10,4832,3,1
11,4832,1.74980057982641e+100,1.74980057982641e+100
12,4832,1.74980057982641e+100,1.74980057982641e+100
13,4832,1.74980057982641e+100,1.74980057982641e+100
14,4832,1,1
16,4832,1.74980057982641e+100,1.74980057982641e+100
18,4832,1.74980057982641e+100,1.74980057982641e+100
19,4832,1.74980057982641e+100,1.74980057982641e+100
20,4832,1.74980057982641e+100,1.74980057982641e+100
1,4835,1.74980057982641e+100,1.74980057982641e+100
3,4835,1.74980057982641e+100,1.74980057982641e+100
5,4835,1.74980057982641e+100,1.74980057982641e+100
7,4835,1.74980057982641e+100,1.74980057982641e+100
8,4835,1.74980057982641e+100,1.74980057982641e+100
9,4835,1.74980057982641e+100,1.74980057982641e+100
11,4835,1.74980057982641e+100,1.74980057982641e+100
12,4835,1.74980057982641e+100,1.74980057982641e+100
13,4835,1.74980057982641e+100,1.74980057982641e+100
14,4835,1.74980057982641e+100,1.74980057982641e+100
15,4835,1.74980057982641e+100,1.74980057982641e+100
16,4835,1.74980057982641e+100,1.74980057982641e+100
17,4835,1.74980057982641e+100,1.74980057982641e+100
18,4835,1.74980057982641e+100,1.74980057982641e+100
20,4835,1.74980057982641e+100,1.74980057982641e+100
1,4839,1.74980057982641e+100,1.74980057982641e+100
2,4839,1.74980057982641e+100,1.74980057982641e+100
3,4839,1.74980057982641e+100,1.74980057982641e+100
4,4839,1.74980057982641e+100,1.74980057982641e+100
5,4839,1.74980057982641e+100,1.74980057982641e+100
6,4839,1.74980057982641e+100,1.74980057982641e+100
7,4839,1.74980057982641e+100,1.74980057982641e+100
8,4839,1.74980057982641e+100,1.74980057982641e+100
9,4839,1.74980057982641e+100,1.74980057982641e+100
10,4839,1.74980057982641e+100,1.74980057982641e+100
11,4839,1.74980057982641e+100,1.74980057982641e+100
12,4839,1.74980057982641e+100,1.74980057982641e+100
13,4839,1.74980057982641e+100,1.74980057982641e+100
14,4839,1.74980057982641e+100,1.74980057982641e+100
15,4839,1.74980057982641e+100,1.74980057982641e+100
16,4839,1.74980057982641e+100,1.74980057982641e+100
17,4839,1.74980057982641e+100,1.74980057982641e+100
18,4839,1.74980057982641e+100,1.74980057982641e+100
19,4839,1.74980057982641e+100,1.74980057982641e+100
20,4839,1.74980057982641e+100,1.74980057982641e+100
1,4842,1,10
2,4842,1.74980057982641e+100,1.74980057982641e+100
3,4842,1.74980057982641e+100,1.74980057982641e+100
4,4842,1,3
5,4842,1,4
6,4842,1,7
7,4842,1,6
8,4842,1,8
10,4842,1.74980057982641e+100,1.74980057982641e+100
11,4842,1,7
12,4842,1,6
14,4842,1,6
16,4842,1,5
17,4842,1,6
19,4842,1.74980057982641e+100,1.74980057982641e+100
20,4842,1,6
1,4845,1.74980057982641e+100,1.74980057982641e+100
2,4845,1.74980057982641e+100,1.74980057982641e+100
3,4845,1.74980057982641e+100,1.74980057982641e+100
4,4845,1.74980057982641e+100,1.74980057982641e+100
6,4845,1.74980057982641e+100,1.74980057982641e+100
7,4845,1.74980057982641e+100,1.74980057982641e+100
8,4845,1.74980057982641e+100,1.74980057982641e+100
10,4845,1.74980057982641e+100,1.74980057982641e+100
11,4845,1.74980057982641e+100,1.74980057982641e+100
12,4845,1.74980057982641e+100,1.74980057982641e+100
13,4845,1.74980057982641e+100,1.74980057982641e+100
14,4845,1.74980057982641e+100,1.74980057982641e+100
15,4845,1.74980057982641e+100,1.74980057982641e+100
16,4845,1.74980057982641e+100,1.74980057982641e+100
17,4845,1.74980057982641e+100,1.74980057982641e+100
18,4845,1.74980057982641e+100,1.74980057982641e+100
19,4845,1.74980057982641e+100,1.74980057982641e+100
20,4845,1.74980057982641e+100,1.74980057982641e+100
23,4845,1.74980057982641e+100,1.74980057982641e+100
25,4845,1.74980057982641e+100,1.74980057982641e+100
1,4849,1.74980057982641e+100,1.74980057982641e+100
2,4849,1.74980057982641e+100,1.74980057982641e+100
3,4849,1.74980057982641e+100,1.74980057982641e+100
4,4849,1.74980057982641e+100,1.74980057982641e+100
5,4849,1.74980057982641e+100,1.74980057982641e+100
6,4849,1.74980057982641e+100,1.74980057982641e+100
7,4849,1.74980057982641e+100,1.74980057982641e+100
8,4849,1.74980057982641e+100,1.74980057982641e+100
9,4849,1.74980057982641e+100,1.74980057982641e+100
10,4849,1.74980057982641e+100,1.74980057982641e+100
11,4849,1.74980057982641e+100,1.74980057982641e+100
12,4849,1.74980057982641e+100,1.74980057982641e+100
13,4849,1.74980057982641e+100,1.74980057982641e+100
14,4849,1.74980057982641e+100,1.74980057982641e+100
15,4849,1.74980057982641e+100,1.74980057982641e+100
16,4849,1.74980057982641e+100,1.74980057982641e+100
17,4849,1.74980057982641e+100,1.74980057982641e+100
18,4849,1.74980057982641e+100,1.74980057982641e+100
19,4849,1.74980057982641e+100,1.74980057982641e+100
20,4849,1.74980057982641e+100,1.74980057982641e+100
1,4852,1.74980057982641e+100,1.74980057982641e+100
2,4852,1.74980057982641e+100,1.74980057982641e+100
3,4852,1.74980057982641e+100,1.74980057982641e+100
4,4852,1.74980057982641e+100,1.74980057982641e+100
5,4852,1.74980057982641e+100,1.74980057982641e+100
6,4852,1.74980057982641e+100,1.74980057982641e+100
7,4852,1.74980057982641e+100,1.74980057982641e+100
8,4852,1.74980057982641e+100,1.74980057982641e+100
9,4852,1.74980057982641e+100,1.74980057982641e+100
10,4852,1.74980057982641e+100,1.74980057982641e+100
11,4852,1.74980057982641e+100,1.74980057982641e+100
12,4852,1.74980057982641e+100,1.74980057982641e+100
13,4852,1.74980057982641e+100,1.74980057982641e+100
14,4852,1.74980057982641e+100,1.74980057982641e+100
15,4852,1.74980057982641e+100,1.74980057982641e+100
16,4852,1.74980057982641e+100,1.74980057982641e+100
17,4852,1.74980057982641e+100,1.74980057982641e+100
18,4852,1.74980057982641e+100,1.74980057982641e+100
19,4852,1.74980057982641e+100,1.74980057982641e+100
20,4852,1.74980057982641e+100,1.74980057982641e+100
1,4855,1.74980057982641e+100,1.74980057982641e+100
2,4855,1.74980057982641e+100,1.74980057982641e+100
3,4855,1.74980057982641e+100,1.74980057982641e+100
4,4855,1.74980057982641e+100,1.74980057982641e+100
5,4855,1.74980057982641e+100,1.74980057982641e+100
6,4855,1.74980057982641e+100,1.74980057982641e+100
7,4855,1.74980057982641e+100,1.74980057982641e+100
8,4855,1.74980057982641e+100,1.74980057982641e+100
9,4855,1.74980057982641e+100,1.74980057982641e+100
10,4855,1.74980057982641e+100,1.74980057982641e+100
11,4855,1.74980057982641e+100,1.74980057982641e+100
12,4855,1.74980057982641e+100,1.74980057982641e+100
13,4855,1.74980057982641e+100,1.74980057982641e+100
14,4855,1.74980057982641e+100,1.74980057982641e+100
15,4855,1.74980057982641e+100,1.74980057982641e+100
16,4855,1.74980057982641e+100,1.74980057982641e+100
17,4855,1.74980057982641e+100,1.74980057982641e+100
18,4855,1.74980057982641e+100,1.74980057982641e+100
19,4855,1.74980057982641e+100,1.74980057982641e+100
20,4855,1.74980057982641e+100,1.74980057982641e+100
1,4859,1,5
2,4859,1,2
3,4859,1,5
4,4859,1,1
5,4859,1,7
6,4859,1,3
7,4859,1,5
8,4859,1,3
9,4859,1,5
10,4859,1,4
11,4859,1,15
12,4859,1,7
13,4859,1,5
14,4859,1,4
15,4859,1,12
16,4859,1,6
17,4859,1,7
18,4859,1,4
19,4859,1,10
20,4859,1,7
1,4862,1,4
2,4862,1,14
3,4862,1,12
4,4862,1,6
5,4862,1,10
6,4862,1.74980057982641e+100,1.74980057982641e+100
7,4862,1,13
8,4862,1,5
10,4862,1,4
11,4862,1,6
12,4862,1,10
13,4862,1,6
14,4862,1,8
15,4862,1,5
17,4862,1,4
18,4862,1,5
19,4862,1,4
20,4862,1,3
1,4865,1.74980057982641e+100,1.74980057982641e+100
2,4865,1.74980057982641e+100,1.74980057982641e+100
3,4865,1.74980057982641e+100,1.74980057982641e+100
4,4865,1.74980057982641e+100,1.74980057982641e+100
5,4865,1.74980057982641e+100,1.74980057982641e+100
6,4865,1.74980057982641e+100,1.74980057982641e+100
7,4865,1.74980057982641e+100,1.74980057982641e+100
8,4865,1.74980057982641e+100,1.74980057982641e+100
9,4865,1.74980057982641e+100,1.74980057982641e+100
10,4865,1.74980057982641e+100,1.74980057982641e+100
11,4865,1.74980057982641e+100,1.74980057982641e+100
12,4865,1.74980057982641e+100,1.74980057982641e+100
13,4865,1.74980057982641e+100,1.74980057982641e+100
14,4865,1.74980057982641e+100,1.74980057982641e+100
15,4865,1.74980057982641e+100,1.74980057982641e+100
16,4865,1.74980057982641e+100,1.74980057982641e+100
17,4865,1.74980057982641e+100,1.74980057982641e+100
18,4865,1,1
19,4865,1.74980057982641e+100,1.74980057982641e+100
20,4865,1.74980057982641e+100,1.74980057982641e+100
1,4869,1.74980057982641e+100,1.74980057982641e+100
2,4869,1.74980057982641e+100,1.74980057982641e+100
3,4869,1.74980057982641e+100,1.74980057982641e+100
4,4869,1.74980057982641e+100,1.74980057982641e+100
5,4869,1.74980057982641e+100,1.74980057982641e+100
6,4869,1.74980057982641e+100,1.74980057982641e+100
7,4869,1.74980057982641e+100,1.74980057982641e+100
8,4869,1.74980057982641e+100,1.74980057982641e+100
9,4869,1.74980057982641e+100,1.74980057982641e+100
10,4869,1.74980057982641e+100,1.74980057982641e+100
11,4869,1.74980057982641e+100,1.74980057982641e+100
12,4869,1.74980057982641e+100,1.74980057982641e+100
13,4869,1.74980057982641e+100,1.74980057982641e+100
14,4869,1.74980057982641e+100,1.74980057982641e+100
15,4869,1.74980057982641e+100,1.74980057982641e+100
16,4869,1.74980057982641e+100,1.74980057982641e+100
17,4869,1.74980057982641e+100,1.74980057982641e+100
18,4869,1.74980057982641e+100,1.74980057982641e+100
19,4869,1.74980057982641e+100,1.74980057982641e+100
20,4869,1.74980057982641e+100,1.74980057982641e+100
1,4872,1.74980057982641e+100,1.74980057982641e+100
2,4872,1.74980057982641e+100,1.74980057982641e+100
3,4872,1.74980057982641e+100,1.74980057982641e+100
4,4872,1.74980057982641e+100,1.74980057982641e+100
5,4872,1.74980057982641e+100,1.74980057982641e+100
6,4872,1.74980057982641e+100,1.74980057982641e+100
7,4872,1.74980057982641e+100,1.74980057982641e+100
8,4872,1.74980057982641e+100,1.74980057982641e+100
9,4872,1.74980057982641e+100,1.74980057982641e+100
10,4872,1.74980057982641e+100,1.74980057982641e+100
11,4872,1.74980057982641e+100,1.74980057982641e+100
12,4872,1.74980057982641e+100,1.74980057982641e+100
13,4872,1.74980057982641e+100,1.74980057982641e+100
14,4872,1.74980057982641e+100,1.74980057982641e+100
15,4872,1.74980057982641e+100,1.74980057982641e+100
16,4872,1.74980057982641e+100,1.74980057982641e+100
17,4872,1.74980057982641e+100,1.74980057982641e+100
18,4872,1.74980057982641e+100,1.74980057982641e+100
19,4872,1.74980057982641e+100,1.74980057982641e+100
20,4872,1.74980057982641e+100,1.74980057982641e+100
1,4875,1.74980057982641e+100,1.74980057982641e+100
2,4875,1.74980057982641e+100,1.74980057982641e+100
3,4875,1.74980057982641e+100,1.74980057982641e+100
4,4875,1.74980057982641e+100,1.74980057982641e+100
5,4875,1.74980057982641e+100,1.74980057982641e+100
6,4875,1.74980057982641e+100,1.74980057982641e+100
7,4875,1.74980057982641e+100,1.74980057982641e+100
8,4875,1.74980057982641e+100,1.74980057982641e+100
9,4875,1.74980057982641e+100,1.74980057982641e+100
10,4875,1.74980057982641e+100,1.74980057982641e+100
11,4875,1.74980057982641e+100,1.74980057982641e+100
12,4875,1.74980057982641e+100,1.74980057982641e+100
13,4875,1.74980057982641e+100,1.74980057982641e+100
14,4875,1.74980057982641e+100,1.74980057982641e+100
15,4875,1.74980057982641e+100,1.74980057982641e+100
16,4875,1.74980057982641e+100,1.74980057982641e+100
17,4875,1.74980057982641e+100,1.74980057982641e+100
18,4875,1.74980057982641e+100,1.74980057982641e+100
19,4875,1.74980057982641e+100,1.74980057982641e+100
20,4875,1.74980057982641e+100,1.74980057982641e+100
1,4879,1,6
2,4879,1,4
3,4879,1,6
4,4879,1,8
5,4879,1,5
6,4879,1,8
7,4879,1,6
8,4879,1,6
9,4879,1,3
10,4879,1,3
11,4879,1,5
12,4879,1,5
13,4879,1,4
14,4879,1,6
15,4879,1,4
16,4879,1,5
17,4879,1,4
18,4879,1,3
19,4879,1,6
20,4879,1,7
2,4882,1,4
3,4882,1,4
4,4882,1,5
6,4882,1,5
7,4882,1,3
8,4882,1,5
9,4882,1,4
10,4882,1,3
11,4882,1,4
13,4882,1,5
14,4882,1,3
15,4882,1,6
16,4882,1,3
17,4882,1,1
18,4882,1.74980057982641e+100,1.74980057982641e+100
20,4882,1.74980057982641e+100,1.74980057982641e+100
21,4882,1,7
1,4885,1,9
2,4885,1,5
3,4885,1,6
4,4885,1,4
5,4885,1,6
6,4885,1,4
7,4885,1,5
8,4885,1,5
9,4885,1,8
10,4885,1,6
11,4885,1,5
12,4885,1,1
13,4885,1,10
14,4885,1,7
15,4885,1,8
16,4885,1,7
17,4885,1,6
18,4885,1.74980057982641e+100,1.74980057982641e+100
19,4885,1,4
20,4885,1,9
1,4889,1.74980057982641e+100,1.74980057982641e+100
2,4889,1.74980057982641e+100,1.74980057982641e+100
3,4889,1.74980057982641e+100,1.74980057982641e+100
4,4889,1.74980057982641e+100,1.74980057982641e+100
5,4889,1.74980057982641e+100,1.74980057982641e+100
6,4889,1.74980057982641e+100,1.74980057982641e+100
7,4889,1.74980057982641e+100,1.74980057982641e+100
8,4889,1.74980057982641e+100,1.74980057982641e+100
9,4889,1.74980057982641e+100,1.74980057982641e+100
10,4889,1.74980057982641e+100,1.74980057982641e+100
11,4889,1.74980057982641e+100,1.74980057982641e+100
12,4889,1.74980057982641e+100,1.74980057982641e+100
13,4889,1.74980057982641e+100,1.74980057982641e+100
14,4889,1.74980057982641e+100,1.74980057982641e+100
15,4889,1.74980057982641e+100,1.74980057982641e+100
16,4889,1.74980057982641e+100,1.74980057982641e+100
17,4889,1.74980057982641e+100,1.74980057982641e+100
18,4889,1.74980057982641e+100,1.74980057982641e+100
19,4889,1.74980057982641e+100,1.74980057982641e+100
20,4889,1.74980057982641e+100,1.74980057982641e+100
1,4892,1.74980057982641e+100,1.74980057982641e+100
2,4892,1.74980057982641e+100,1.74980057982641e+100
3,4892,1.74980057982641e+100,1.74980057982641e+100
4,4892,1.74980057982641e+100,1.74980057982641e+100
5,4892,1.74980057982641e+100,1.74980057982641e+100
6,4892,1.74980057982641e+100,1.74980057982641e+100
7,4892,1.74980057982641e+100,1.74980057982641e+100
8,4892,1.74980057982641e+100,1.74980057982641e+100
9,4892,1.74980057982641e+100,1.74980057982641e+100
10,4892,1.74980057982641e+100,1.74980057982641e+100
11,4892,1.74980057982641e+100,1.74980057982641e+100
12,4892,1.74980057982641e+100,1.74980057982641e+100
13,4892,1.74980057982641e+100,1.74980057982641e+100
14,4892,1.74980057982641e+100,1.74980057982641e+100
15,4892,1.74980057982641e+100,1.74980057982641e+100
