nh,clust,Source_of_item
10,4602,1.74980057982641e+100
10,4602,1.74980057982641e+100
11,4602,1.74980057982641e+100
11,4602,1.74980057982641e+100
12,4602,1.74980057982641e+100
13,4602,1.74980057982641e+100
14,4602,1.74980057982641e+100
15,4602,1.74980057982641e+100
16,4602,1.74980057982641e+100
17,4602,1.74980057982641e+100
17,4602,1.74980057982641e+100
18,4602,1.74980057982641e+100
19,4602,1.74980057982641e+100
20,4602,1.74980057982641e+100
2,4605,1.74980057982641e+100
4,4605,1.74980057982641e+100
4,4605,1.74980057982641e+100
4,4605,1.74980057982641e+100
4,4605,3
7,4605,1.74980057982641e+100
7,4605,1.74980057982641e+100
8,4605,3
8,4605,1
8,4605,1.74980057982641e+100
8,4605,1.74980057982641e+100
9,4605,3
9,4605,3
9,4605,3
9,4605,3
9,4605,1
9,4605,1.74980057982641e+100
9,4605,1.74980057982641e+100
9,4605,1.74980057982641e+100
9,4605,3
11,4605,1
15,4605,1.74980057982641e+100
16,4605,1
16,4605,1
16,4605,1.74980057982641e+100
16,4605,1.74980057982641e+100
17,4605,1.74980057982641e+100
17,4605,3
20,4605,1.74980057982641e+100
22,4605,1.74980057982641e+100
23,4605,1.74980057982641e+100
23,4605,1.74980057982641e+100
23,4605,3
24,4605,1
24,4605,1.74980057982641e+100
24,4605,1.74980057982641e+100
25,4605,1
25,4605,1.74980057982641e+100
25,4605,1.74980057982641e+100
25,4605,3
25,4605,1.74980057982641e+100
1,4609,1.74980057982641e+100
1,4609,1.74980057982641e+100
2,4609,1.74980057982641e+100
2,4609,1.74980057982641e+100
2,4609,1.74980057982641e+100
3,4609,1.74980057982641e+100
3,4609,1.74980057982641e+100
4,4609,3
4,4609,1.74980057982641e+100
4,4609,1.74980057982641e+100
5,4609,1.74980057982641e+100
5,4609,1.74980057982641e+100
6,4609,1.74980057982641e+100
6,4609,1.74980057982641e+100
7,4609,1.74980057982641e+100
7,4609,1.74980057982641e+100
8,4609,1.74980057982641e+100
8,4609,1.74980057982641e+100
10,4609,1.74980057982641e+100
10,4609,1.74980057982641e+100
11,4609,1
11,4609,1
11,4609,1.74980057982641e+100
11,4609,1.74980057982641e+100
11,4609,1.74980057982641e+100
12,4609,1.74980057982641e+100
12,4609,1.74980057982641e+100
13,4609,1.74980057982641e+100
13,4609,1.74980057982641e+100
14,4609,1.74980057982641e+100
14,4609,1.74980057982641e+100
15,4609,1
15,4609,1.74980057982641e+100
15,4609,1.74980057982641e+100
15,4609,1.74980057982641e+100
16,4609,1.74980057982641e+100
16,4609,1.74980057982641e+100
18,4609,1.74980057982641e+100
18,4609,1.74980057982641e+100
19,4609,1.74980057982641e+100
19,4609,1.74980057982641e+100
20,4609,1
20,4609,1
20,4609,1.74980057982641e+100
20,4609,1.74980057982641e+100
20,4609,1.74980057982641e+100
1,4612,1
1,4612,1.74980057982641e+100
1,4612,1.74980057982641e+100
1,4612,1.74980057982641e+100
2,4612,1
2,4612,5
2,4612,1.74980057982641e+100
2,4612,1.74980057982641e+100
2,4612,1.74980057982641e+100
2,4612,1.74980057982641e+100
2,4612,1.74980057982641e+100
4,4612,3
4,4612,5
4,4612,1.74980057982641e+100
4,4612,1.74980057982641e+100
4,4612,1.74980057982641e+100
4,4612,1.74980057982641e+100
4,4612,1.74980057982641e+100
7,4612,5
7,4612,1.74980057982641e+100
7,4612,1.74980057982641e+100
8,4612,1
8,4612,5
8,4612,1.74980057982641e+100
8,4612,1.74980057982641e+100
8,4612,1.74980057982641e+100
10,4612,1.74980057982641e+100
11,4612,1.74980057982641e+100
12,4612,1
12,4612,5
12,4612,1.74980057982641e+100
14,4612,1.74980057982641e+100
15,4612,3
15,4612,3
15,4612,3
15,4612,5
15,4612,1
15,4612,1.74980057982641e+100
15,4612,1.74980057982641e+100
15,4612,1.74980057982641e+100
15,4612,1.74980057982641e+100
15,4612,1.74980057982641e+100
16,4612,5
16,4612,1.74980057982641e+100
16,4612,1.74980057982641e+100
17,4612,1
17,4612,5
17,4612,1.74980057982641e+100
17,4612,1.74980057982641e+100
17,4612,1.74980057982641e+100
17,4612,1.74980057982641e+100
18,4612,5
18,4612,1.74980057982641e+100
18,4612,1.74980057982641e+100
20,4612,5
20,4612,1.74980057982641e+100
20,4612,1.74980057982641e+100
21,4612,1.74980057982641e+100
21,4612,1.74980057982641e+100
22,4612,3
22,4612,3
22,4612,1.74980057982641e+100
22,4612,1.74980057982641e+100
22,4612,1.74980057982641e+100
22,4612,1.74980057982641e+100
22,4612,1.74980057982641e+100
1,4615,1
2,4615,1
2,4615,1
2,4615,1.74980057982641e+100
3,4615,1
3,4615,1.74980057982641e+100
5,4615,1
5,4615,1.74980057982641e+100
7,4615,1
7,4615,1.74980057982641e+100
7,4615,1.74980057982641e+100
7,4615,1.74980057982641e+100
7,4615,1.74980057982641e+100
7,4615,1.74980057982641e+100
8,4615,1
8,4615,1.74980057982641e+100
9,4615,1
9,4615,1.74980057982641e+100
9,4615,1.74980057982641e+100
10,4615,1
10,4615,1.74980057982641e+100
11,4615,1
11,4615,1.74980057982641e+100
11,4615,1.74980057982641e+100
11,4615,1.74980057982641e+100
11,4615,1
11,4615,1.74980057982641e+100
11,4615,1.74980057982641e+100
13,4615,1
13,4615,1.74980057982641e+100
13,4615,1.74980057982641e+100
14,4615,3
14,4615,3
14,4615,3
14,4615,1.74980057982641e+100
14,4615,1
14,4615,1
14,4615,1.74980057982641e+100
14,4615,1
14,4615,1.74980057982641e+100
14,4615,1.74980057982641e+100
14,4615,1.74980057982641e+100
14,4615,1.74980057982641e+100
14,4615,1.74980057982641e+100
14,4615,3
14,4615,3
14,4615,1.74980057982641e+100
14,4615,1.74980057982641e+100
15,4615,1
15,4615,1
15,4615,1.74980057982641e+100
15,4615,1.74980057982641e+100
15,4615,1.74980057982641e+100
15,4615,1.74980057982641e+100
17,4615,1
17,4615,1.74980057982641e+100
19,4615,1
19,4615,1.74980057982641e+100
19,4615,1.74980057982641e+100
20,4615,1
20,4615,1.74980057982641e+100
20,4615,1.74980057982641e+100
21,4615,1.74980057982641e+100
22,4615,1
1,4619,1
1,4619,1.74980057982641e+100
1,4619,1.74980057982641e+100
2,4619,1
2,4619,1.74980057982641e+100
2,4619,1.74980057982641e+100
2,4619,1
3,4619,1
3,4619,1.74980057982641e+100
3,4619,1.74980057982641e+100
4,4619,1.74980057982641e+100
4,4619,1.74980057982641e+100
5,4619,1
5,4619,1.74980057982641e+100
5,4619,1.74980057982641e+100
6,4619,1
6,4619,1
6,4619,1.74980057982641e+100
6,4619,1.74980057982641e+100
7,4619,1.74980057982641e+100
7,4619,1.74980057982641e+100
8,4619,1.74980057982641e+100
8,4619,1.74980057982641e+100
9,4619,1.74980057982641e+100
9,4619,1.74980057982641e+100
10,4619,1.74980057982641e+100
10,4619,1.74980057982641e+100
10,4619,1
10,4619,1.74980057982641e+100
10,4619,1.74980057982641e+100
10,4619,1.74980057982641e+100
11,4619,3
11,4619,1.74980057982641e+100
11,4619,1.74980057982641e+100
11,4619,1.74980057982641e+100
12,4619,1.74980057982641e+100
12,4619,1.74980057982641e+100
13,4619,1.74980057982641e+100
13,4619,1.74980057982641e+100
14,4619,1
14,4619,1.74980057982641e+100
14,4619,1.74980057982641e+100
15,4619,1
15,4619,1.74980057982641e+100
15,4619,1.74980057982641e+100
16,4619,1.74980057982641e+100
16,4619,1.74980057982641e+100
17,4619,1
17,4619,1.74980057982641e+100
17,4619,1.74980057982641e+100
18,4619,1.74980057982641e+100
18,4619,1.74980057982641e+100
19,4619,1
19,4619,1.74980057982641e+100
19,4619,1.74980057982641e+100
20,4619,1.74980057982641e+100
20,4619,1.74980057982641e+100
1,4622,1
1,4622,1
1,4622,1.74980057982641e+100
1,4622,1.74980057982641e+100
1,4622,1.74980057982641e+100
2,4622,1.74980057982641e+100
3,4622,1
3,4622,1.74980057982641e+100
3,4622,1.74980057982641e+100
4,4622,1.74980057982641e+100
4,4622,1.74980057982641e+100
5,4622,1
5,4622,1.74980057982641e+100
5,4622,1.74980057982641e+100
6,4622,1
6,4622,1.74980057982641e+100
7,4622,1
7,4622,1
7,4622,1
7,4622,1.74980057982641e+100
7,4622,1.74980057982641e+100
7,4622,1.74980057982641e+100
8,4622,1.74980057982641e+100
8,4622,1.74980057982641e+100
9,4622,1.74980057982641e+100
9,4622,1
9,4622,1.74980057982641e+100
9,4622,1.74980057982641e+100
10,4622,1.74980057982641e+100
10,4622,1.74980057982641e+100
11,4622,1
11,4622,1.74980057982641e+100
11,4622,1
11,4622,1.74980057982641e+100
11,4622,1.74980057982641e+100
12,4622,1
12,4622,1.74980057982641e+100
12,4622,1.74980057982641e+100
13,4622,1.74980057982641e+100
13,4622,1.74980057982641e+100
14,4622,1.74980057982641e+100
14,4622,1.74980057982641e+100
15,4622,1
15,4622,1
15,4622,1.74980057982641e+100
15,4622,1.74980057982641e+100
16,4622,1
16,4622,1.74980057982641e+100
16,4622,1.74980057982641e+100
17,4622,1
17,4622,1
17,4622,1
17,4622,1.74980057982641e+100
17,4622,1.74980057982641e+100
18,4622,1
18,4622,1.74980057982641e+100
18,4622,1.74980057982641e+100
19,4622,3
19,4622,1
19,4622,1.74980057982641e+100
19,4622,1.74980057982641e+100
20,4622,1
20,4622,1.74980057982641e+100
20,4622,1.74980057982641e+100
1,4625,1
1,4625,1.74980057982641e+100
1,4625,1.74980057982641e+100
3,4625,1.74980057982641e+100
3,4625,1.74980057982641e+100
4,4625,1
4,4625,1
4,4625,1
4,4625,1
4,4625,1.74980057982641e+100
4,4625,1.74980057982641e+100
5,4625,1
5,4625,1.74980057982641e+100
5,4625,1.74980057982641e+100
6,4625,1
6,4625,1
6,4625,1
6,4625,1.74980057982641e+100
6,4625,1.74980057982641e+100
7,4625,1
7,4625,1
7,4625,1
7,4625,1
7,4625,1.74980057982641e+100
7,4625,1
7,4625,1.74980057982641e+100
7,4625,1.74980057982641e+100
7,4625,1.74980057982641e+100
9,4625,1
9,4625,1.74980057982641e+100
9,4625,1.74980057982641e+100
9,4625,3
10,4625,1
10,4625,1.74980057982641e+100
10,4625,1.74980057982641e+100
11,4625,1.74980057982641e+100
12,4625,1
12,4625,1.74980057982641e+100
12,4625,1.74980057982641e+100
13,4625,3
13,4625,1.74980057982641e+100
13,4625,1.74980057982641e+100
13,4625,1.74980057982641e+100
13,4625,3
13,4625,1.74980057982641e+100
14,4625,3
14,4625,1.74980057982641e+100
14,4625,1.74980057982641e+100
14,4625,1.74980057982641e+100
14,4625,1.74980057982641e+100
14,4625,1.74980057982641e+100
14,4625,3
14,4625,1.74980057982641e+100
14,4625,1.74980057982641e+100
15,4625,5
15,4625,1.74980057982641e+100
15,4625,1.74980057982641e+100
15,4625,1.74980057982641e+100
16,4625,5
16,4625,1.74980057982641e+100
16,4625,1.74980057982641e+100
16,4625,3
16,4625,1.74980057982641e+100
16,4625,1.74980057982641e+100
16,4625,1.74980057982641e+100
17,4625,5
17,4625,1.74980057982641e+100
17,4625,1.74980057982641e+100
17,4625,3
18,4625,5
18,4625,1.74980057982641e+100
18,4625,1.74980057982641e+100
19,4625,5
19,4625,1.74980057982641e+100
19,4625,3
20,4625,1.74980057982641e+100
1,4629,1.74980057982641e+100
1,4629,1.74980057982641e+100
1,4629,1.74980057982641e+100
1,4629,1
1,4629,3
1,4629,1.74980057982641e+100
2,4629,1
2,4629,1.74980057982641e+100
2,4629,1.74980057982641e+100
4,4629,1
4,4629,1.74980057982641e+100
4,4629,1.74980057982641e+100
5,4629,1.74980057982641e+100
6,4629,1
6,4629,1.74980057982641e+100
6,4629,1.74980057982641e+100
7,4629,1
7,4629,1.74980057982641e+100
7,4629,1.74980057982641e+100
8,4629,1
8,4629,1
8,4629,1.74980057982641e+100
8,4629,1.74980057982641e+100
8,4629,1.74980057982641e+100
8,4629,3
8,4629,1.74980057982641e+100
9,4629,1
9,4629,1.74980057982641e+100
9,4629,1.74980057982641e+100
11,4629,1
11,4629,1.74980057982641e+100
13,4629,1
13,4629,1.74980057982641e+100
13,4629,1.74980057982641e+100
14,4629,1.74980057982641e+100
14,4629,1.74980057982641e+100
15,4629,1
15,4629,1.74980057982641e+100
15,4629,1.74980057982641e+100
16,4629,1
16,4629,1
16,4629,1
16,4629,1.74980057982641e+100
16,4629,1.74980057982641e+100
16,4629,1.74980057982641e+100
16,4629,1.74980057982641e+100
16,4629,1
17,4629,1
17,4629,1.74980057982641e+100
17,4629,1
17,4629,1.74980057982641e+100
17,4629,1.74980057982641e+100
17,4629,1.74980057982641e+100
17,4629,1.74980057982641e+100
17,4629,1
18,4629,1.74980057982641e+100
18,4629,1.74980057982641e+100
19,4629,1
19,4629,1.74980057982641e+100
19,4629,1.74980057982641e+100
20,4629,1
20,4629,1.74980057982641e+100
21,4629,1
21,4629,1.74980057982641e+100
21,4629,1.74980057982641e+100
23,4629,1
23,4629,1.74980057982641e+100
23,4629,1.74980057982641e+100
23,4629,1
23,4629,1.74980057982641e+100
25,4629,1
25,4629,1.74980057982641e+100
25,4629,1.74980057982641e+100
25,4629,1.74980057982641e+100
25,4629,1
2,4632,1
2,4632,1
2,4632,1
2,4632,1.74980057982641e+100
2,4632,1.74980057982641e+100
2,4632,1.74980057982641e+100
3,4632,1
3,4632,1.74980057982641e+100
3,4632,1.74980057982641e+100
4,4632,1.74980057982641e+100
4,4632,1.74980057982641e+100
6,4632,1
6,4632,1
6,4632,1.74980057982641e+100
6,4632,1.74980057982641e+100
7,4632,1
7,4632,1.74980057982641e+100
7,4632,1.74980057982641e+100
9,4632,1.74980057982641e+100
12,4632,1
12,4632,1.74980057982641e+100
12,4632,1.74980057982641e+100
14,4632,1
14,4632,1.74980057982641e+100
14,4632,1.74980057982641e+100
15,4632,1
15,4632,1.74980057982641e+100
15,4632,1.74980057982641e+100
16,4632,1.74980057982641e+100
17,4632,1
17,4632,1.74980057982641e+100
17,4632,1.74980057982641e+100
18,4632,1
18,4632,1.74980057982641e+100
18,4632,1.74980057982641e+100
19,4632,1
19,4632,1
19,4632,1.74980057982641e+100
19,4632,1.74980057982641e+100
20,4632,1
20,4632,1
20,4632,1
20,4632,1
20,4632,1.74980057982641e+100
20,4632,1
20,4632,1.74980057982641e+100
20,4632,1.74980057982641e+100
20,4632,1.74980057982641e+100
20,4632,1.74980057982641e+100
21,4632,1
21,4632,1
21,4632,1
21,4632,1.74980057982641e+100
21,4632,1.74980057982641e+100
22,4632,1
22,4632,1.74980057982641e+100
22,4632,1.74980057982641e+100
24,4632,1
24,4632,1.74980057982641e+100
24,4632,1.74980057982641e+100
1,4635,1.74980057982641e+100
1,4635,1.74980057982641e+100
1,4635,1.74980057982641e+100
2,4635,1.74980057982641e+100
2,4635,1.74980057982641e+100
3,4635,1.74980057982641e+100
3,4635,1.74980057982641e+100
3,4635,1.74980057982641e+100
4,4635,1.74980057982641e+100
4,4635,1.74980057982641e+100
4,4635,1.74980057982641e+100
5,4635,3
5,4635,1.74980057982641e+100
6,4635,1.74980057982641e+100
7,4635,1.74980057982641e+100
7,4635,1.74980057982641e+100
8,4635,1.74980057982641e+100
8,4635,1.74980057982641e+100
8,4635,1.74980057982641e+100
8,4635,1.74980057982641e+100
9,4635,3
9,4635,3
9,4635,1.74980057982641e+100
9,4635,1.74980057982641e+100
9,4635,1.74980057982641e+100
9,4635,1.74980057982641e+100
9,4635,1.74980057982641e+100
10,4635,2
11,4635,1
11,4635,1.74980057982641e+100
12,4635,1.74980057982641e+100
12,4635,1.74980057982641e+100
13,4635,1.74980057982641e+100
13,4635,1.74980057982641e+100
14,4635,1.74980057982641e+100
14,4635,1.74980057982641e+100
15,4635,3
15,4635,1.74980057982641e+100
15,4635,1.74980057982641e+100
15,4635,1.74980057982641e+100
15,4635,3
18,4635,1.74980057982641e+100
19,4635,5
19,4635,1.74980057982641e+100
19,4635,1.74980057982641e+100
19,4635,1.74980057982641e+100
20,4635,1.74980057982641e+100
20,4635,1.74980057982641e+100
21,4635,1
21,4635,1.74980057982641e+100
21,4635,1.74980057982641e+100
1,4639,3
1,4639,1.74980057982641e+100
1,4639,1.74980057982641e+100
2,4639,1.74980057982641e+100
3,4639,5
3,4639,1.74980057982641e+100
3,4639,1.74980057982641e+100
4,4639,5
4,4639,1.74980057982641e+100
5,4639,1.74980057982641e+100
5,4639,1.74980057982641e+100
6,4639,1
6,4639,1.74980057982641e+100
6,4639,1.74980057982641e+100
7,4639,1.74980057982641e+100
7,4639,1.74980057982641e+100
9,4639,1.74980057982641e+100
10,4639,1.74980057982641e+100
10,4639,1.74980057982641e+100
11,4639,1
11,4639,1
11,4639,1
11,4639,1.74980057982641e+100
12,4639,1
12,4639,1
12,4639,1.74980057982641e+100
12,4639,1.74980057982641e+100
13,4639,1.74980057982641e+100
13,4639,1.74980057982641e+100
14,4639,1.74980057982641e+100
14,4639,1.74980057982641e+100
15,4639,4
15,4639,1.74980057982641e+100
16,4639,1.74980057982641e+100
16,4639,1.74980057982641e+100
17,4639,5
17,4639,1.74980057982641e+100
17,4639,1.74980057982641e+100
18,4639,1.74980057982641e+100
18,4639,1.74980057982641e+100
19,4639,1.74980057982641e+100
19,4639,1.74980057982641e+100
20,4639,1.74980057982641e+100
20,4639,1.74980057982641e+100
23,4639,1.74980057982641e+100
1,4642,1
1,4642,1.74980057982641e+100
1,4642,1.74980057982641e+100
2,4642,1
2,4642,1.74980057982641e+100
2,4642,1.74980057982641e+100
3,4642,1.74980057982641e+100
4,4642,1
4,4642,1.74980057982641e+100
4,4642,1.74980057982641e+100
5,4642,1
5,4642,1.74980057982641e+100
5,4642,1.74980057982641e+100
5,4642,1.74980057982641e+100
6,4642,1.74980057982641e+100
6,4642,1.74980057982641e+100
6,4642,1.74980057982641e+100
7,4642,1
7,4642,1.74980057982641e+100
7,4642,1.74980057982641e+100
7,4642,1.74980057982641e+100
8,4642,1
8,4642,1.74980057982641e+100
8,4642,1.74980057982641e+100
9,4642,1.74980057982641e+100
9,4642,1.74980057982641e+100
11,4642,1
11,4642,1.74980057982641e+100
11,4642,1.74980057982641e+100
12,4642,1
12,4642,1.74980057982641e+100
12,4642,1.74980057982641e+100
13,4642,1
13,4642,1.74980057982641e+100
13,4642,1.74980057982641e+100
14,4642,1
14,4642,1.74980057982641e+100
14,4642,1.74980057982641e+100
15,4642,2
15,4642,2
15,4642,1.74980057982641e+100
15,4642,1.74980057982641e+100
15,4642,1.74980057982641e+100
15,4642,1.74980057982641e+100
15,4642,1.74980057982641e+100
16,4642,1
16,4642,1.74980057982641e+100
16,4642,1.74980057982641e+100
17,4642,1
17,4642,1.74980057982641e+100
17,4642,1.74980057982641e+100
18,4642,1
18,4642,1.74980057982641e+100
19,4642,1.74980057982641e+100
19,4642,1.74980057982641e+100
20,4642,1
20,4642,1.74980057982641e+100
20,4642,1.74980057982641e+100
1,4645,1
1,4645,1.74980057982641e+100
1,4645,1.74980057982641e+100
2,4645,1.74980057982641e+100
2,4645,1.74980057982641e+100
2,4645,1.74980057982641e+100
4,4645,1
4,4645,1.74980057982641e+100
4,4645,1
4,4645,1
4,4645,1.74980057982641e+100
4,4645,1.74980057982641e+100
4,4645,1.74980057982641e+100
5,4645,1
5,4645,1
5,4645,1
5,4645,1.74980057982641e+100
5,4645,1.74980057982641e+100
5,4645,1.74980057982641e+100
5,4645,1.74980057982641e+100
7,4645,1
7,4645,1.74980057982641e+100
7,4645,1.74980057982641e+100
8,4645,1.74980057982641e+100
10,4645,1
10,4645,1.74980057982641e+100
11,4645,1
11,4645,1.74980057982641e+100
11,4645,1.74980057982641e+100
13,4645,1
13,4645,1.74980057982641e+100
13,4645,1
13,4645,1
13,4645,1.74980057982641e+100
15,4645,1
15,4645,1.74980057982641e+100
15,4645,1.74980057982641e+100
16,4645,1
16,4645,1.74980057982641e+100
16,4645,1.74980057982641e+100
18,4645,1.74980057982641e+100
19,4645,1
19,4645,1
19,4645,1.74980057982641e+100
19,4645,1.74980057982641e+100
20,4645,1
20,4645,1
20,4645,1
20,4645,1.74980057982641e+100
20,4645,1.74980057982641e+100
23,4645,1
23,4645,1.74980057982641e+100
24,4645,1
24,4645,1
24,4645,1.74980057982641e+100
24,4645,1.74980057982641e+100
25,4645,1
25,4645,1.74980057982641e+100
25,4645,1
25,4645,1.74980057982641e+100
25,4645,1.74980057982641e+100
25,4645,1.74980057982641e+100
25,4645,1.74980057982641e+100
25,4645,1.74980057982641e+100
1,4649,1.74980057982641e+100
2,4649,1
2,4649,3
2,4649,1
2,4649,1.74980057982641e+100
3,4649,1.74980057982641e+100
3,4649,1.74980057982641e+100
4,4649,1
4,4649,1.74980057982641e+100
5,4649,1.74980057982641e+100
5,4649,1.74980057982641e+100
6,4649,1
6,4649,1.74980057982641e+100
6,4649,1.74980057982641e+100
7,4649,1
7,4649,1.74980057982641e+100
7,4649,1.74980057982641e+100
8,4649,1.74980057982641e+100
8,4649,1.74980057982641e+100
10,4649,1.74980057982641e+100
10,4649,1.74980057982641e+100
11,4649,1.74980057982641e+100
11,4649,1.74980057982641e+100
12,4649,1.74980057982641e+100
12,4649,1.74980057982641e+100
14,4649,1.74980057982641e+100
14,4649,1.74980057982641e+100
15,4649,3
15,4649,3
15,4649,2
15,4649,1.74980057982641e+100
16,4649,1.74980057982641e+100
16,4649,1.74980057982641e+100
17,4649,1.74980057982641e+100
18,4649,1.74980057982641e+100
18,4649,1.74980057982641e+100
19,4649,1.74980057982641e+100
20,4649,1.74980057982641e+100
20,4649,1.74980057982641e+100
1,4652,1
1,4652,1
1,4652,1.74980057982641e+100
1,4652,1
1,4652,1
1,4652,1.74980057982641e+100
1,4652,1.74980057982641e+100
1,4652,1.74980057982641e+100
1,4652,1.74980057982641e+100
1,4652,1.74980057982641e+100
2,4652,1
2,4652,1.74980057982641e+100
2,4652,1.74980057982641e+100
2,4652,1.74980057982641e+100
2,4652,1
2,4652,1
2,4652,1.74980057982641e+100
3,4652,1
3,4652,1
3,4652,1
3,4652,1.74980057982641e+100
3,4652,1.74980057982641e+100
3,4652,1.74980057982641e+100
4,4652,1.74980057982641e+100
4,4652,1.74980057982641e+100
6,4652,1
6,4652,1
6,4652,1.74980057982641e+100
6,4652,1.74980057982641e+100
7,4652,1.74980057982641e+100
8,4652,1
8,4652,1.74980057982641e+100
8,4652,1.74980057982641e+100
9,4652,1
9,4652,1
9,4652,1.74980057982641e+100
9,4652,1.74980057982641e+100
11,4652,1
11,4652,1.74980057982641e+100
11,4652,1.74980057982641e+100
11,4652,1.74980057982641e+100
12,4652,1
12,4652,1
12,4652,1.74980057982641e+100
12,4652,1.74980057982641e+100
13,4652,1
13,4652,1
13,4652,1.74980057982641e+100
14,4652,1.74980057982641e+100
14,4652,1.74980057982641e+100
14,4652,1.74980057982641e+100
14,4652,1.74980057982641e+100
15,4652,1.74980057982641e+100
16,4652,1
16,4652,1.74980057982641e+100
16,4652,1.74980057982641e+100
16,4652,1.74980057982641e+100
17,4652,1
17,4652,1
17,4652,1
17,4652,1.74980057982641e+100
17,4652,1.74980057982641e+100
17,4652,1.74980057982641e+100
19,4652,1.74980057982641e+100
19,4652,1.74980057982641e+100
19,4652,1.74980057982641e+100
20,4652,1
20,4652,1.74980057982641e+100
20,4652,1.74980057982641e+100
21,4652,1.74980057982641e+100
21,4652,1.74980057982641e+100
21,4652,1.74980057982641e+100
1,4655,1
1,4655,1.74980057982641e+100
1,4655,1.74980057982641e+100
1,4655,1.74980057982641e+100
2,4655,1
2,4655,1
2,4655,1.74980057982641e+100
2,4655,1.74980057982641e+100
2,4655,1.74980057982641e+100
3,4655,3
3,4655,1
3,4655,1.74980057982641e+100
3,4655,1.74980057982641e+100
3,4655,1.74980057982641e+100
5,4655,1
5,4655,1
5,4655,1.74980057982641e+100
5,4655,1.74980057982641e+100
7,4655,1
7,4655,1.74980057982641e+100
7,4655,1.74980057982641e+100
7,4655,1.74980057982641e+100
8,4655,1
8,4655,1
8,4655,1.74980057982641e+100
8,4655,1.74980057982641e+100
8,4655,1.74980057982641e+100
9,4655,1
9,4655,1.74980057982641e+100
9,4655,1.74980057982641e+100
10,4655,1
10,4655,1
10,4655,1.74980057982641e+100
10,4655,1.74980057982641e+100
11,4655,1
11,4655,1
11,4655,1.74980057982641e+100
11,4655,1.74980057982641e+100
11,4655,1.74980057982641e+100
12,4655,1.74980057982641e+100
12,4655,1.74980057982641e+100
13,4655,1.74980057982641e+100
13,4655,1.74980057982641e+100
13,4655,1.74980057982641e+100
14,4655,1
14,4655,1
14,4655,1.74980057982641e+100
14,4655,1.74980057982641e+100
14,4655,1.74980057982641e+100
15,4655,1
15,4655,1
15,4655,1.74980057982641e+100
15,4655,1.74980057982641e+100
15,4655,1.74980057982641e+100
16,4655,1
16,4655,1
16,4655,1.74980057982641e+100
16,4655,1.74980057982641e+100
16,4655,1.74980057982641e+100
17,4655,1
17,4655,1.74980057982641e+100
17,4655,1.74980057982641e+100
17,4655,1.74980057982641e+100
20,4655,1
20,4655,1
20,4655,1.74980057982641e+100
1,4659,1.74980057982641e+100
1,4659,1
4,4659,1
4,4659,1
4,4659,1.74980057982641e+100
4,4659,1.74980057982641e+100
5,4659,1
5,4659,1.74980057982641e+100
5,4659,1.74980057982641e+100
5,4659,1.74980057982641e+100
7,4659,3
7,4659,1
7,4659,1.74980057982641e+100
7,4659,1.74980057982641e+100
7,4659,1
7,4659,3
7,4659,1.74980057982641e+100
7,4659,1.74980057982641e+100
7,4659,1.74980057982641e+100
9,4659,1.74980057982641e+100
10,4659,3
10,4659,1.74980057982641e+100
10,4659,1.74980057982641e+100
10,4659,3
13,4659,1
13,4659,1.74980057982641e+100
13,4659,1.74980057982641e+100
15,4659,1
15,4659,1.74980057982641e+100
15,4659,1.74980057982641e+100
16,4659,1.74980057982641e+100
16,4659,1.74980057982641e+100
20,4659,1
20,4659,1.74980057982641e+100
3,4665,1.74980057982641e+100
4,4665,1.74980057982641e+100
5,4665,1
13,4665,1.74980057982641e+100
13,4665,1
13,4665,1
13,4665,1.74980057982641e+100
14,4665,1.74980057982641e+100
15,4665,1.74980057982641e+100
16,4665,1.74980057982641e+100
17,4665,1
17,4665,1
17,4665,1.74980057982641e+100
17,4665,1.74980057982641e+100
17,4665,1.74980057982641e+100
17,4665,1.74980057982641e+100
17,4665,1
17,4665,1
17,4665,1.74980057982641e+100
17,4665,1.74980057982641e+100
18,4665,1.74980057982641e+100
19,4665,1.74980057982641e+100
20,4665,1.74980057982641e+100
6,4669,1
6,4669,1.74980057982641e+100
6,4669,1.74980057982641e+100
6,4669,1.74980057982641e+100
7,4669,3
7,4669,1.74980057982641e+100
7,4669,1.74980057982641e+100
7,4669,1.74980057982641e+100
10,4669,1.74980057982641e+100
11,4669,1.74980057982641e+100
1,4672,2
1,4672,1.74980057982641e+100
1,4672,1.74980057982641e+100
1,4672,1.74980057982641e+100
1,4672,1.74980057982641e+100
5,4672,1.74980057982641e+100
6,4672,1.74980057982641e+100
7,4672,1.74980057982641e+100
7,4672,1.74980057982641e+100
9,4672,1.74980057982641e+100
10,4672,2
10,4672,1.74980057982641e+100
10,4672,1.74980057982641e+100
10,4672,1.74980057982641e+100
11,4672,1.74980057982641e+100
12,4672,1.74980057982641e+100
13,4672,1.74980057982641e+100
14,4672,1.74980057982641e+100
15,4672,1.74980057982641e+100
16,4672,1.74980057982641e+100
16,4672,3
17,4672,1.74980057982641e+100
17,4672,1.74980057982641e+100
19,4672,2
19,4672,1.74980057982641e+100
19,4672,1.74980057982641e+100
19,4672,1.74980057982641e+100
20,4672,2
20,4672,1.74980057982641e+100
20,4672,1.74980057982641e+100
20,4672,1.74980057982641e+100
1,4675,1
1,4675,1.74980057982641e+100
1,4675,1.74980057982641e+100
3,4675,1
3,4675,1.74980057982641e+100
4,4675,1
4,4675,1
