nh,clust,Harvest_processed_by_HH,Unit_of_measure
6,4505,0,0
6,4505,0.2,5
8,4505,0.5,5
9,4505,1.74980057982641e+100,1.74980057982641e+100
10,4505,0,0
10,4505,0.3,5
11,4505,1.74980057982641e+100,1.74980057982641e+100
12,4505,0,0
12,4505,0.3,5
13,4505,0.3,5
14,4505,0.3,5
15,4505,0,0
15,4505,0,0
15,4505,0.5,5
16,4505,0.2,5
17,4505,1,5
18,4505,0,0
19,4505,0,0
19,4505,0.5,5
20,4505,0,0
20,4505,0.3,5
23,4505,5,5
24,4505,0.5,5
25,4505,0,0
1,4509,0.02,5
2,4509,10,5
2,4509,0,0
3,4509,0.05,5
3,4509,0.05,5
4,4509,2,9
4,4509,1,5
5,4509,0.08,4
6,4509,1.05,5
7,4509,1,9
7,4509,4,5
7,4509,0.5,5
8,4509,0.05,5
8,4509,0.75,5
9,4509,1,7
9,4509,30,5
9,4509,0,0
10,4509,6,5
11,4509,2,5
12,4509,0.5,5
13,4509,0.05,5
14,4509,1.05,5
14,4509,0.05,5
15,4509,0.05,5
15,4509,1.05,5
16,4509,1.04,5
16,4509,2.07,9
17,4509,1.09,5
17,4509,4,9
18,4509,2,5
18,4509,0,0
19,4509,3,5
20,4509,2,5
20,4509,1.5,5
20,4509,0,0
20,4509,0.5,5
1,4512,1,5
1,4512,0,0
3,4512,0.5,5
5,4512,1,5
8,4512,1,5
9,4512,0.5,5
10,4512,0.5,5
11,4512,0,0
11,4512,3,5
11,4512,4,9
12,4512,0,0
13,4512,1,5
14,4512,0,0
15,4512,0,0
17,4512,0.2,5
18,4512,0,0
19,4512,0,0
20,4512,0.5,5
21,4512,0,0
22,4512,0,0
1,4515,3,5
1,4515,0.87,5
2,4515,0.05,5
3,4515,27.05,5
3,4515,6,5
4,4515,14,5
4,4515,6,5
5,4515,0.5,5
6,4515,0.25,5
8,4515,1,5
9,4515,0.5,5
10,4515,0.13,5
11,4515,1.5,5
11,4515,0.5,5
11,4515,0,0
12,4515,0,0
12,4515,0,0
12,4515,0,0
13,4515,1,5
14,4515,0.25,5
15,4515,0.13,5
16,4515,0.5,5
18,4515,1,5
19,4515,23.5,5
20,4515,5,5
20,4515,0.05,5
1,4519,0,0
1,4519,1.48,5
2,4519,1,5
3,4519,0,0
4,4519,0,0
5,4519,1.9,5
6,4519,3.5,5
6,4519,1,5
7,4519,0,0
7,4519,1.92,5
9,4519,0,0
10,4519,0.5,5
11,4519,1,5
12,4519,1.4,5
13,4519,2.42,5
13,4519,1,5
14,4519,0.45,5
16,4519,1.99,5
17,4519,1,5
18,4519,0,0
18,4519,0.5,5
19,4519,0.5,5
20,4519,0.95,5
1,4522,0,0
1,4522,0.5,5
1,4522,1,4
1,4522,0,0
1,4522,0,0
2,4522,0.3,5
2,4522,0.3,5
2,4522,0,0
3,4522,0.9,4
3,4522,0,0
4,4522,1,5
4,4522,0.6,5
4,4522,0,0
5,4522,0,0
5,4522,0.8,5
6,4522,3,5
6,4522,0,0
6,4522,0,0
7,4522,0,0
7,4522,1,5
8,4522,1,5
9,4522,1,5
9,4522,0,0
10,4522,1,5
10,4522,0,0
11,4522,1.5,5
12,4522,0,0
12,4522,0,0
13,4522,0,0
13,4522,1.9,5
13,4522,0,0
14,4522,4.4,5
14,4522,0.9,5
15,4522,1,5
16,4522,1.8,5
16,4522,0,0
16,4522,0,0
17,4522,0.9,5
18,4522,0,0
18,4522,1.9,5
18,4522,2,5
18,4522,1,8
18,4522,0,0
19,4522,0,0
19,4522,1,5
19,4522,0.5,5
19,4522,1,5
20,4522,0,0
20,4522,1,5
2,4525,4,5
3,4525,0,0
3,4525,1,5
4,4525,0,0
4,4525,2,5
5,4525,1,5
5,4525,0.25,5
6,4525,1.74980057982641e+100,1.74980057982641e+100
7,4525,0.5,5
8,4525,1.5,5
9,4525,0,0
9,4525,2,5
10,4525,0.2,5
11,4525,0,0
11,4525,1,5
12,4525,0,0
12,4525,1,5
13,4525,0,0
14,4525,0,0
15,4525,0,0
15,4525,8,5
15,4525,1,5
15,4525,2,8
16,4525,2,5
17,4525,3.5,5
18,4525,4,5
18,4525,0.75,5
19,4525,0,0
19,4525,1,5
19,4525,1,8
20,4525,1,5
20,4525,4,9
1,4529,0.5,5
1,4529,0.25,5
2,4529,0,0
2,4529,0.5,5
3,4529,0,0
4,4529,0,0
4,4529,1,5
4,4529,0,0
5,4529,0,0
5,4529,0.5,5
5,4529,0.5,5
6,4529,0,0
6,4529,1.5,5
7,4529,2,5
8,4529,0.5,5
9,4529,0.5,5
9,4529,0,0
10,4529,0.05,5
11,4529,0,0
11,4529,0.5,5
14,4529,0,0
14,4529,2,5
14,4529,0,0
15,4529,0.5,5
16,4529,0.5,5
16,4529,0,0
17,4529,2,5
17,4529,0,0
18,4529,0,0
18,4529,0.5,5
19,4529,0.5,5
20,4529,0,0
20,4529,1,5
21,4529,0,0
21,4529,0,0
22,4529,1,5
1,4532,0,0
3,4532,0,0
3,4532,1,5
4,4532,2,5
5,4532,0,0
5,4532,1,5
6,4532,0,0
6,4532,2,5
7,4532,0,0
7,4532,1,5
8,4532,0,0
8,4532,0.5,5
9,4532,0,0
9,4532,3,0
10,4532,0,0
11,4532,0,0
11,4532,1,4
12,4532,0,0
12,4532,4,5
13,4532,0,0
14,4532,0,0
14,4532,1,5
15,4532,0,0
15,4532,0,0
15,4532,1,5
16,4532,3,4
17,4532,0,0
17,4532,2,5
18,4532,0,0
18,4532,0,0
19,4532,0,0
19,4532,1,5
20,4532,0,0
20,4532,1,5
1,4535,0,0
1,4535,0,0
2,4535,0,0
2,4535,0,0
2,4535,0,0
3,4535,0,0
4,4535,0,0
4,4535,0,0
4,4535,0,0
5,4535,0,0
5,4535,1,5
6,4535,0,0
6,4535,0,0
7,4535,0,0
8,4535,0,0
9,4535,0,0
9,4535,0,0
10,4535,0,0
10,4535,0,0
10,4535,0,0
11,4535,0,0
11,4535,0,0
12,4535,0,0
14,4535,0,0
14,4535,0,0
14,4535,0,0
14,4535,0,0
15,4535,0,0
15,4535,0,0
16,4535,0,0
17,4535,0,0
18,4535,0,0
19,4535,0,0
19,4535,1,5
20,4535,0,0
20,4535,0,0
1,4539,0,0
2,4539,0,0
2,4539,1,5
2,4539,0,0
3,4539,0,0
3,4539,0.5,5
4,4539,0,0
4,4539,0.5,0
5,4539,0.5,5
6,4539,0,0
6,4539,1,5
7,4539,0,0
7,4539,1.5,5
8,4539,1,4
8,4539,1,5
9,4539,0,0
9,4539,1,4
9,4539,1,5
10,4539,0,0
10,4539,1,5
11,4539,0,0
12,4539,0.5,5
13,4539,0,0
13,4539,1.5,5
13,4539,0.5,4
14,4539,0,0
14,4539,1,5
15,4539,0,0
16,4539,0,0
16,4539,0.5,5
17,4539,0,0
17,4539,0.5,5
18,4539,0.5,5
19,4539,0,0
19,4539,1.5,0
19,4539,1,5
20,4539,0.5,5
1,4542,1,5
1,4542,0,0
2,4542,1,5
3,4542,3,5
3,4542,1,5
4,4542,0.5,5
5,4542,0.5,5
6,4542,2.5,5
6,4542,0,0
7,4542,3,5
8,4542,0.05,5
8,4542,0,0
9,4542,0.5,5
10,4542,2,5
11,4542,3,5
11,4542,0.3,5
12,4542,2,5
13,4542,2,5
14,4542,1,5
15,4542,1.5,5
15,4542,2,5
16,4542,0,0
17,4542,0.5,5
18,4542,4,5
18,4542,3,5
19,4542,4,5
19,4542,1,5
20,4542,4,5
20,4542,4,5
1,4545,0,0
2,4545,0.5,4
3,4545,2,5
5,4545,2,8
5,4545,1.5,5
6,4545,2,5
7,4545,0,0
8,4545,0,0
9,4545,6,5
10,4545,1,5
11,4545,0.75,5
11,4545,1.5,5
12,4545,2,5
13,4545,2,5
14,4545,1,5
15,4545,2,5
16,4545,1,5
16,4545,0.5,5
17,4545,2,5
18,4545,0,0
19,4545,2.75,8
20,4545,0.5,4
20,4545,3,5
20,4545,2,5
21,4545,0,0
1,4549,0.5,5
2,4549,0,0
2,4549,1,5
3,4549,0.5,5
4,4549,1,4
5,4549,1,5
6,4549,0,0
7,4549,1,4
8,4549,1,5
9,4549,1,5
10,4549,2,5
11,4549,1,5
12,4549,0.5,5
13,4549,0.5,5
14,4549,1,5
15,4549,0.5,5
16,4549,0.5,5
17,4549,1,5
18,4549,3,5
19,4549,0.5,5
20,4549,1,5
20,4549,1,5
1,4552,1.5,5
1,4552,0,0
1,4552,0,0
2,4552,0.5,5
2,4552,1,5
3,4552,0,0
3,4552,0,0
3,4552,1.5,5
4,4552,0.5,5
4,4552,0.5,5
5,4552,1,5
5,4552,0,0
5,4552,0,0
6,4552,1,5
6,4552,0,0
7,4552,1,5
8,4552,2.5,5
8,4552,0,0
9,4552,0,0
9,4552,0.5,5
9,4552,1,5
9,4552,0,0
10,4552,1,5
10,4552,1,5
11,4552,0,0
11,4552,0.5,5
11,4552,1,5
12,4552,1,5
13,4552,0.5,5
15,4552,0,0
15,4552,1.5,5
16,4552,3,5
17,4552,1,5
18,4552,1.5,5
19,4552,0,0
19,4552,0,0
19,4552,1,5
19,4552,0.5,5
20,4552,1.5,5
1,4555,0,0
1,4555,1,4
3,4555,0,0
4,4555,0,0
5,4555,0,0
6,4555,0.5,5
7,4555,0,0
8,4555,0,0
8,4555,0,0
9,4555,0,0
9,4555,25,9
10,4555,0,0
13,4555,0,0
13,4555,0,0
14,4555,0,0
15,4555,0,0
17,4555,0.5,5
1,4559,0,0
1,4559,0,0
2,4559,0,0
2,4559,0,0
3,4559,0,0
3,4559,0,0
4,4559,0,0
4,4559,0,0
4,4559,0,0
5,4559,0,0
5,4559,0,0
5,4559,0,0
5,4559,0,0
6,4559,0,0
6,4559,0,0
6,4559,0,0
7,4559,0,0
7,4559,0,0
10,4559,0,0
10,4559,0,0
11,4559,0,0
11,4559,0,0
11,4559,0,0
11,4559,0,0
12,4559,0,0
12,4559,0,0
12,4559,0,0
13,4559,0,0
15,4559,0,0
15,4559,0,0
15,4559,0,0
17,4559,0,0
18,4559,0,0
19,4559,0.5,5
19,4559,0,0
20,4559,0,0
20,4559,0,0
20,4559,0,0
1,4562,0,0
1,4562,1,9
1,4562,1,5
2,4562,0,0
2,4562,1,5
3,4562,0,0
3,4562,0,0
4,4562,0,0
5,4562,0,0
6,4562,1,4
7,4562,0,0
7,4562,2.5,5
8,4562,0.5,5
8,4562,0.5,5
9,4562,0,0
9,4562,1,5
10,4562,2,9
11,4562,0,0
11,4562,5,5
12,4562,0,0
12,4562,1,5
13,4562,0,0
13,4562,1,5
13,4562,0,0
14,4562,0.5,5
14,4562,1,9
15,4562,1,5
16,4562,1,5
16,4562,0,0
17,4562,0,0
17,4562,0,0
18,4562,0.75,5
18,4562,1,9
19,4562,0,0
19,4562,1,5
19,4562,0,0
20,4562,0,0
20,4562,9.5,4
20,4562,0,0
1,4565,0,0
2,4565,0,0
3,4565,0,0
5,4565,0,0
6,4565,0,0
8,4565,0,0
8,4565,0,0
9,4565,0,0
9,4565,0,0
10,4565,0,0
11,4565,0,0
13,4565,0,0
15,4565,0,0
15,4565,0,0
16,4565,0,0
17,4565,0,0
17,4565,0,0
20,4565,0,0
21,4565,0,0
1,4569,0,0
1,4569,0,0
1,4569,0.58,5
1,4569,3,8
2,4569,0,0
3,4569,0,0
3,4569,0.5,5
4,4569,12,8
5,4569,0,0
5,4569,0,0
6,4569,5,9
6,4569,0,0
6,4569,0,0
7,4569,0,0
8,4569,0,0
9,4569,0,0
9,4569,4.5,8
10,4569,0,0
10,4569,2.75,5
10,4569,2,8
10,4569,0,0
11,4569,0,0
11,4569,5,8
12,4569,0.05,5
12,4569,12,8
13,4569,0,0
13,4569,0,0
13,4569,0,0
14,4569,0,0
14,4569,0.31,5
15,4569,0,0
15,4569,0.5,5
16,4569,0,0
16,4569,0.8,4
16,4569,0,0
17,4569,0,0
17,4569,2,8
18,4569,0,0
18,4569,7.05,8
19,4569,0,0
19,4569,9,9
20,4569,0,0
20,4569,6,8
1,4572,0,0
1,4572,2,5
2,4572,10,8
2,4572,7,8
3,4572,0.27,5
4,4572,0,0
4,4572,10,8
5,4572,0.8,4
6,4572,0.05,5
7,4572,0,0
7,4572,1.05,5
8,4572,0.05,5
9,4572,0,0
9,4572,0.05,5
10,4572,0,0
10,4572,0.75,5
11,4572,0,0
11,4572,0.05,5
12,4572,0,0
12,4572,0,0
13,4572,0.05,5
15,4572,1.74980057982641e+100,1.74980057982641e+100
15,4572,0,0
16,4572,0,0
16,4572,1.05,5
17,4572,0,0
17,4572,1,5
18,4572,0,0
18,4572,7,8
19,4572,1,5
19,4572,6,22
20,4572,0,0
20,4572,0,0
20,4572,4,8
2,4575,0,0
2,4575,0,0
3,4575,1,5
4,4575,0,0
4,4575,0,0
4,4575,0,0
4,4575,0,0
6,4575,6,8
7,4575,0,0
7,4575,0,0
7,4575,0,0
7,4575,0,0
7,4575,0.05,5
8,4575,0.05,4
9,4575,0.75,5
9,4575,0,0
10,4575,0,0
11,4575,4,5
12,4575,0,0
14,4575,1.75,5
15,4575,0,0
16,4575,0,0
16,4575,0,0
17,4575,0,0
17,4575,0,0
17,4575,0.05,5
19,4575,0,0
19,4575,1,5
20,4575,0.25,4
2,4579,0,0
2,4579,2.5,7
2,4579,3.62,5
2,4579,1.97,5
3,4579,1.25,5
6,4579,80,12
6,4579,1,4
7,4579,60,12
7,4579,18,9
8,4579,0.5,5
9,4579,20,12
9,4579,1.62,5
11,4579,0,0
11,4579,100,12
11,4579,0.97,5
11,4579,0.83,9
12,4579,0.33,5
12,4579,5.83,9
13,4579,60,12
13,4579,0.94,4
16,4579,0,0
16,4579,0,0
16,4579,1.91,5
17,4579,0,0
17,4579,80,12
17,4579,5.8,5
17,4579,1.99,5
18,4579,0,0
18,4579,0,0
18,4579,1.91,5
19,4579,0,0
19,4579,4.91,5
20,4579,0,0
20,4579,0,0
20,4579,0.81,5
20,4579,2,9
22,4579,0,0
22,4579,0,0
22,4579,10,25
22,4579,0.84,5
22,4579,0.97,5
1,4582,0,0
1,4582,62.5,9
2,4582,54.5,9
3,4582,0,0
3,4582,15,9
4,4582,0,0
4,4582,0,0
4,4582,50,9
4,4582,0,0
5,4582,21,9
7,4582,71,9
7,4582,9.5,9
8,4582,12,9
10,4582,0,24
11,4582,54,9
12,4582,0,0
12,4582,9,0
14,4582,24,9
15,4582,0,0
15,4582,54.5,9
17,4582,0,2
17,4582,17,9
20,4582,0,2
20,4582,36,9
21,4582,0,0
1,4585,10,8
2,4585,10,8
3,4585,15,8
4,4585,16,8
6,4585,20,8
8,4585,30,8
9,4585,1,8
10,4585,1,5
11,4585,3,4
13,4585,62,8
14,4585,0,0
14,4585,10,8
15,4585,13,8
16,4585,25,8
17,4585,6,8
18,4585,50,8
19,4585,1.74980057982641e+100,1.74980057982641e+100
20,4585,30,8
1,4589,0,0
1,4589,40,12
1,4589,0.5,4
3,4589,0,0
3,4589,60,12
4,4589,0,0
4,4589,150,12
4,4589,0.78,5
7,4589,70,12
7,4589,0,0
9,4589,20,12
12,4589,10,12
12,4589,0.97,5
13,4589,0,0
13,4589,30,12
13,4589,0,0
14,4589,20,12
14,4589,1.94,5
17,4589,0,0
17,4589,100,12
17,4589,1.97,5
18,4589,20,12
18,4589,0.97,5
19,4589,100,12
19,4589,3.85,13
20,4589,0,0
20,4589,20,12
21,4589,0,0
21,4589,200,12
21,4589,4.6,5
21,4589,1.83,9
2,4592,100,12
2,4592,1,13
3,4592,100,12
3,4592,3,13
4,4592,0,5
4,4592,10,12
4,4592,2,13
5,4592,0,2
5,4592,200,12
5,4592,0.8,4
6,4592,0,0
6,4592,295,12
6,4592,1.8,4
7,4592,200,12
7,4592,1,5
8,4592,0,0
8,4592,150,12
8,4592,9.8,4
10,4592,300,12
10,4592,2,9
10,4592,12,9
10,4592,1.9,9
12,4592,0,0
12,4592,52,12
12,4592,1.6,5
13,4592,70,12
13,4592,1,4
14,4592,1,4
15,4592,8,19
15,4592,52,12
15,4592,10,11
15,4592,1,5
16,4592,1.5,4
16,4592,0,4
17,4592,0,0
17,4592,50,12
17,4592,1.9,5
18,4592,0,0
18,4592,100,12
18,4592,0.15,5
19,4592,75,12
19,4592,0.3,4
24,4592,50,12
24,4592,4.5,4
1,4595,0,4
2,4595,6,9
5,4595,0,5
5,4595,0.3,5
6,4595,0.65,4
7,4595,0,5
8,4595,0,5
11,4595,0,5
11,4595,0,5
11,4595,1.15,5
12,4595,0.5,4
13,4595,0,5
14,4595,1.25,5
15,4595,0,4
15,4595,0.17,5
19,4595,0.32,5
19,4595,0,5
20,4595,0,5
20,4595,1,4
1,4599,0,0
1,4599,0.1,5
1,4599,0,0
3,4599,0.2,5
3,4599,0,0
4,4599,0.3,5
4,4599,0,0
4,4599,0,0
5,4599,0.2,5
5,4599,3,22
6,4599,2,9
6,4599,0.2,5
6,4599,0,0
6,4599,0,0
7,4599,0,0
7,4599,0.1,5
7,4599,3,22
7,4599,0,0
8,4599,0.2,5
9,4599,7,9
9,4599,0.2,5
9,4599,0,0
10,4599,0.5,4
10,4599,0,0
11,4599,0.3,5
11,4599,20,22
11,4599,0,0
12,4599,0.6,5
12,4599,0,0
13,4599,0.2,5
13,4599,0.2,5
13,4599,0,0
13,4599,0,0
14,4599,0.1,0
14,4599,0,0
15,4599,0,0
15,4599,0.5,5
15,4599,0,0
15,4599,0,0
16,4599,1,9
16,4599,0.5,9
16,4599,0.2,5
16,4599,0.2,5
16,4599,0.2,5
16,4599,0.2,5
16,4599,0,0
16,4599,0,0
16,4599,0,0
16,4599,0,0
17,4599,0.7,5
17,4599,0.3,5
17,4599,3,9
17,4599,0,0
18,4599,0.3,5
18,4599,0,0
18,4599,0,0
19,4599,1,4
19,4599,0,0
20,4599,0,0
20,4599,0.2,5
21,4599,4,9
21,4599,0.4,5
21,4599,0,0
1,4602,3.5,8
2,4602,0.5,5
3,4602,0.5,5
5,4602,1,5
7,4602,0,2
7,4602,0.5,5
8,4602,1,5
11,4602,1,8
11,4602,0.5,5
11,4602,2.5,5
12,4602,0.9,5
12,4602,1,5
14,4602,1.5,5
16,4602,0.87,5
18,4602,1,5
2,4605,1.5,5
4,4605,3.5,5
4,4605,0.5,5
4,4605,0.5,5
7,4605,2,5
8,4605,0.5,4
9,4605,2,4
10,4605,0.5,4
11,4605,2,4
14,4605,2,4
15,4605,1,4
16,4605,4,5
16,4605,4,4
17,4605,1,4
18,4605,4.5,4
19,4605,0.25,4
20,4605,2,4
21,4605,1,4
22,4605,4,4
23,4605,0.25,5
23,4605,1,4
24,4605,4.5,5
24,4605,2.75,4
25,4605,0.75,5
25,4605,1.75,4
1,4609,1,4
1,4609,2,4
1,4609,6,7
2,4609,0,0
2,4609,6,22
2,4609,2,5
3,4609,1,5
4,4609,1,5
4,4609,0.5,4
5,4609,0.5,5
6,4609,0.5,5
6,4609,20,22
7,4609,0,0
7,4609,1,5
7,4609,5,22
8,4609,1,5
8,4609,1,8
10,4609,1,5
10,4609,6,22
11,4609,0.5,5
11,4609,7,22
12,4609,0.5,12
12,4609,0.5,5
13,4609,1,5
13,4609,5,22
14,4609,3,22
14,4609,0.5,5
14,4609,17,22
14,4609,1,7
15,4609,0.5,8
15,4609,1,12
15,4609,1,5
15,4609,3,8
15,4609,1,7
16,4609,2,4
16,4609,1,7
18,4609,1,5
18,4609,5,22
19,4609,10,18
19,4609,0.5,5
19,4609,1,8
19,4609,1,7
20,4609,2,5
20,4609,1,8
1,4612,0,0
1,4612,0,0
1,4612,0,0
2,4612,0,0
2,4612,0,0
4,4612,1,5
4,4612,0,0
7,4612,0,0
8,4612,0,0
10,4612,0.3,5
11,4612,0,0
11,4612,1.25,5
12,4612,0.5,5
14,4612,0,0
14,4612,0,0
14,4612,0,0
15,4612,0,0
15,4612,0.5,5
16,4612,0.3,4
17,4612,2,5
18,4612,5,4
18,4612,1,4
20,4612,0.25,5
21,4612,0,0
21,4612,0,0
21,4612,0.3,5
22,4612,0,0
22,4612,0,0
22,4612,0,0
1,4615,0.5,5
2,4615,0.2,5
3,4615,1,5
5,4615,0.5,5
7,4615,2,5
8,4615,3,5
9,4615,1,5
10,4615,1.5,5
11,4615,0.6,5
13,4615,1,5
14,4615,0,0
14,4615,0,0
14,4615,8,9
14,4615,3,5
14,4615,4,9
15,4615,0.5,5
17,4615,1,5
19,4615,4.5,5
20,4615,0.7,5
20,4615,0.3,5
21,4615,0,0
21,4615,0.2,5
22,4615,0,0
1,4619,0.5,5
2,4619,0.5,5
3,4619,0.5,5
3,4619,6,22
3,4619,5,22
4,4619,0.5,4
4,4619,1,22
5,4619,0.5,0
6,4619,0,0
6,4619,1,5
8,4619,0.5,5
9,4619,0.5,5
10,4619,0,0
10,4619,2,4
11,4619,0,0
11,4619,1,5
12,4619,0.5,5
13,4619,0.67,0
14,4619,2,4
15,4619,1,5
16,4619,0.5,5
17,4619,1.5,5
18,4619,1,5
19,4619,0.5,4
20,4619,0,0
1,4622,0,0
1,4622,3.99,4
2,4622,0,0
2,4622,0,0
2,4622,0,0
2,4622,2,4
2,4622,1,4
2,4622,3,4
3,4622,0,0
3,4622,0.98,4
4,4622,0,0
4,4622,1.5,4
5,4622,2,7
5,4622,3,4
6,4622,0,0
6,4622,0,0
7,4622,0,0
7,4622,0,0
7,4622,4,9
7,4622,4,9
8,4622,1,9
9,4622,1.5,4
10,4622,2,4
11,4622,1.5,4
12,4622,1,4
13,4622,0.25,4
14,4622,0,0
14,4622,0,0
14,4622,1.75,4
15,4622,0,0
15,4622,1,4
16,4622,2,4
17,4622,0,0
17,4622,0,0
17,4622,0.5,4
17,4622,0.5,4
18,4622,0,0
18,4622,5,4
19,4622,2.5,8
20,4622,0.5,4
20,4622,1,4
1,4625,0.1,5
3,4625,0.2,5
3,4625,2,22
4,4625,0,0
4,4625,0.5,5
5,4625,0,0
5,4625,0.2,5
6,4625,0,0
6,4625,0.4,5
7,4625,0.5,5
9,4625,0.1,5
10,4625,0,0
10,4625,0.1,0
11,4625,0,0
11,4625,0.2,5
12,4625,0,0
12,4625,0.2,5
13,4625,0,0
13,4625,0.5,5
14,4625,0,0
14,4625,0.2,5
14,4625,0.3,5
15,4625,0,0
16,4625,0.5,5
17,4625,0.5,5
18,4625,0.25,5
19,4625,0.4,5
20,4625,0,0
20,4625,0,0
1,4629,0.3,5
2,4629,0.2,5
5,4629,0.3,5
6,4629,0.5,5
6,4629,0.5,5
7,4629,0,0
7,4629,0.6,5
8,4629,0,0
8,4629,2.5,5
9,4629,0.2,4
11,4629,0,0
11,4629,0.2,4
13,4629,0.05,4
13,4629,0.12,5
14,4629,0.2,5
15,4629,0,0
15,4629,0,0
16,4629,0,0
16,4629,0.2,5
16,4629,2,4
17,4629,0,0
17,4629,0.15,4
18,4629,0.3,5
18,4629,0.3,5
19,4629,1.74980057982641e+100,1.74980057982641e+100
20,4629,0,0
20,4629,3,22
21,4629,0,0
21,4629,0.5,5
23,4629,0.3,5
25,4629,0.2,5
1,4632,0.6,5
2,4632,0.5,8
2,4632,0.1,4
3,4632,0.4,5
4,4632,15,8
5,4632,50,23
5,4632,5,5
6,4632,0,0
6,4632,6,8
7,4632,5,8
9,4632,4,8
12,4632,10,8
12,4632,3,8
14,4632,0.08,5
15,4632,0.7,5
15,4632,0.5,5
16,4632,1.5,5
17,4632,1.5,5
18,4632,0.5,5
18,4632,0.5,5
19,4632,14,5
20,4632,0.5,5
20,4632,3,5
21,4632,10,8
22,4632,10,8
24,4632,10,8
1,4635,0,0
1,4635,0.5,5
2,4635,0,0
2,4635,1,5
3,4635,1,5
3,4635,0,0
3,4635,0,0
3,4635,0,0
4,4635,0,0
4,4635,0.5,5
5,4635,0,0
5,4635,2,5
6,4635,0.3,5
7,4635,0.5,5
8,4635,0,0
9,4635,0,0
9,4635,1,5
9,4635,0,0
10,4635,0,0
10,4635,0.8,5
11,4635,0.5,5
12,4635,0,0
13,4635,0.5,5
14,4635,0,0
14,4635,2,5
15,4635,0,0
15,4635,0.3,5
18,4635,0,0
18,4635,0.5,5
19,4635,0.3,5
20,4635,0,0
21,4635,0.3,5
21,4635,0,0
22,4635,1.74980057982641e+100,1.74980057982641e+100
1,4639,5,5
2,4639,0.05,5
3,4639,1,5
3,4639,2,5
4,4639,0.5,5
4,4639,1,5
4,4639,0,0
5,4639,0,0
6,4639,1.05,5
6,4639,0,0
7,4639,0.5,5
7,4639,0,0
9,4639,0.05,5
9,4639,0.05,5
9,4639,0.05,5
9,4639,1,5
10,4639,0,0
10,4639,0,0
11,4639,0.05,5
11,4639,1.05,5
11,4639,0.05,5
12,4639,1,5
12,4639,0.05,5
12,4639,1,5
12,4639,0.05,5
13,4639,0.5,5
13,4639,0,0
14,4639,0.5,5
14,4639,0,0
15,4639,0,0
15,4639,0,0
15,4639,0,0
16,4639,0.05,5
16,4639,0,0
16,4639,0,0
17,4639,0.5,5
17,4639,0.5,5
17,4639,1,5
17,4639,0,0
18,4639,0,0
18,4639,0,0
18,4639,0,0
19,4639,1.5,5
19,4639,0.5,5
20,4639,0,0
20,4639,1,5
20,4639,0,0
23,4639,0.5,5
1,4642,0.75,5
2,4642,0,0
2,4642,20,8
3,4642,0.75,5
4,4642,1,5
4,4642,0,0
4,4642,0,0
5,4642,0,0
6,4642,0,0
6,4642,1.5,5
7,4642,2,5
7,4642,2.5,5
7,4642,0,0
8,4642,2,5
9,4642,1,5
11,4642,1,5
12,4642,0.5,5
12,4642,1.75,5
12,4642,1,5
13,4642,1,5
13,4642,0.5,5
13,4642,1,5
14,4642,0.5,5
15,4642,0,0
15,4642,2,5
16,4642,0.5,5
16,4642,0.5,5
16,4642,18,22
17,4642,2,5
17,4642,24,22
18,4642,1,4
19,4642,1.5,5
19,4642,0,0
19,4642,1,5
20,4642,0.5,5
20,4642,0.05,5
1,4645,1,5
2,4645,4,5
2,4645,0.5,5
4,4645,2.5,5
4,4645,0.1,5
4,4645,0.4,5
5,4645,2.5,5
5,4645,1.5,4
7,4645,0,0
7,4645,1,5
7,4645,0,0
7,4645,12,22
8,4645,0,0
8,4645,0,0
10,4645,4,5
10,4645,1,5
11,4645,2,5
11,4645,0.5,5
11,4645,0.5,5
12,4645,0.9,5
15,4645,0,0
15,4645,1.9,5
16,4645,1,5
18,4645,0,0
18,4645,0,0
19,4645,0,0
19,4645,0,0
19,4645,1,5
19,4645,2,5
20,4645,0,0
20,4645,5,22
20,4645,1,5
23,4645,1,5
24,4645,1,5
25,4645,1,5
25,4645,1,5
1,4649,0,0
1,4649,2,5
2,4649,0,0
2,4649,0.5,5
3,4649,0,0
3,4649,0.25,5
4,4649,0,0
4,4649,0.75,5
5,4649,0,0
5,4649,1,5
6,4649,0.5,0
7,4649,1,5
8,4649,0.25,5
10,4649,0,0
10,4649,1,5
12,4649,1,5
13,4649,0.5,5
14,4649,0.25,5
15,4649,1,5
16,4649,0.5,5
17,4649,0.5,5
18,4649,0,0
18,4649,0.75,5
19,4649,0,0
19,4649,0.75,5
20,4649,0.75,5
1,4652,0,0
1,4652,0,0
2,4652,0,0
2,4652,0,0
3,4652,0,0
4,4652,0,0
4,4652,0,0
6,4652,1,5
6,4652,0,0
6,4652,0,0
7,4652,0,0
7,4652,0,0
7,4652,0,0
8,4652,0,0
9,4652,0,0
10,4652,0,0
11,4652,0,0
12,4652,0,0
13,4652,0,0
13,4652,0,0
14,4652,0,0
14,4652,0,0
14,4652,0,0
15,4652,0,0
16,4652,0,0
16,4652,0,0
17,4652,0,0
17,4652,0,0
19,4652,0,0
19,4652,0,0
20,4652,0,0
20,4652,0,0
21,4652,0,0
21,4652,0,0
1,4655,1,5
2,4655,1,5
3,4655,0,0
3,4655,1.5,0
5,4655,0.5,5
7,4655,1.5,5
8,4655,1,4
9,4655,1,5
10,4655,2,5
11,4655,1,5
